link,num_lien,pays,ligue,annee,equipes
/matches/1825149/live/république-tchèque-gambrinus-league-2024-2025-hradec-kralove-sk-dynamo-ceske-budejovice,1825149,république,tchèque-gambrinus-league,2024-2025,hradec-kralove-sk-dynamo-ceske-budejovice
/matches/1825150/live/république-tchèque-gambrinus-league-2024-2025-pardubice-jablonec,1825150,république,tchèque-gambrinus-league,2024-2025,pardubice-jablonec
/matches/1825152/live/république-tchèque-gambrinus-league-2024-2025-slavia-prague-karvina,1825152,république,tchèque-gambrinus-league,2024-2025,slavia-prague-karvina
/matches/1825153/live/république-tchèque-gambrinus-league-2024-2025-bohemians-1905-teplice,1825153,république,tchèque-gambrinus-league,2024-2025,bohemians-1905-teplice
/matches/1825154/live/république-tchèque-gambrinus-league-2024-2025-hradec-kralove-viktoria-plzen,1825154,république,tchèque-gambrinus-league,2024-2025,hradec-kralove-viktoria-plzen
/matches/1825155/live/république-tchèque-gambrinus-league-2024-2025-sigma-olomouc-slovacko,1825155,république,tchèque-gambrinus-league,2024-2025,sigma-olomouc-slovacko
/matches/1825156/live/république-tchèque-gambrinus-league-2024-2025-mlada-boleslav-bohemians-1905,1825156,république,tchèque-gambrinus-league,2024-2025,mlada-boleslav-bohemians-1905
/matches/1825157/live/république-tchèque-gambrinus-league-2024-2025-jablonec-bohemians-1905,1825157,république,tchèque-gambrinus-league,2024-2025,jablonec-bohemians-1905
/matches/1825158/live/république-tchèque-gambrinus-league-2024-2025-bohemians-1905-sigma-olomouc,1825158,république,tchèque-gambrinus-league,2024-2025,bohemians-1905-sigma-olomouc
/matches/1825159/live/république-tchèque-gambrinus-league-2024-2025-slovacko-sparta-prague,1825159,république,tchèque-gambrinus-league,2024-2025,slovacko-sparta-prague
/matches/1825160/live/république-tchèque-gambrinus-league-2024-2025-viktoria-plzen-slovan-liberec,1825160,république,tchèque-gambrinus-league,2024-2025,viktoria-plzen-slovan-liberec
/matches/1825161/live/république-tchèque-gambrinus-league-2024-2025-slovacko-sk-dynamo-ceske-budejovice,1825161,république,tchèque-gambrinus-league,2024-2025,slovacko-sk-dynamo-ceske-budejovice
/matches/1825162/live/république-tchèque-gambrinus-league-2024-2025-banik-ostrava-sigma-olomouc,1825162,république,tchèque-gambrinus-league,2024-2025,banik-ostrava-sigma-olomouc
/matches/1825163/live/république-tchèque-gambrinus-league-2024-2025-viktoria-plzen-banik-ostrava,1825163,république,tchèque-gambrinus-league,2024-2025,viktoria-plzen-banik-ostrava
/matches/1825164/live/république-tchèque-gambrinus-league-2024-2025-pardubice-slavia-prague,1825164,république,tchèque-gambrinus-league,2024-2025,pardubice-slavia-prague
/matches/1825165/live/république-tchèque-gambrinus-league-2024-2025-pardubice-dukla-praha,1825165,république,tchèque-gambrinus-league,2024-2025,pardubice-dukla-praha
/matches/1825166/live/république-tchèque-gambrinus-league-2024-2025-mlada-boleslav-teplice,1825166,république,tchèque-gambrinus-league,2024-2025,mlada-boleslav-teplice
/matches/1825167/live/république-tchèque-gambrinus-league-2024-2025-jablonec-slovan-liberec,1825167,république,tchèque-gambrinus-league,2024-2025,jablonec-slovan-liberec
/matches/1825168/live/république-tchèque-gambrinus-league-2024-2025-jablonec-slovacko,1825168,république,tchèque-gambrinus-league,2024-2025,jablonec-slovacko
/matches/1825169/live/république-tchèque-gambrinus-league-2024-2025-slavia-prague-jablonec,1825169,république,tchèque-gambrinus-league,2024-2025,slavia-prague-jablonec
/matches/1825170/live/république-tchèque-gambrinus-league-2024-2025-sparta-prague-hradec-kralove,1825170,république,tchèque-gambrinus-league,2024-2025,sparta-prague-hradec-kralove
/matches/1825171/live/république-tchèque-gambrinus-league-2024-2025-slovan-liberec-sparta-prague,1825171,république,tchèque-gambrinus-league,2024-2025,slovan-liberec-sparta-prague
/matches/1825172/live/république-tchèque-gambrinus-league-2024-2025-dukla-praha-karvina,1825172,république,tchèque-gambrinus-league,2024-2025,dukla-praha-karvina
/matches/1825173/live/république-tchèque-gambrinus-league-2024-2025-dukla-praha-slavia-prague,1825173,république,tchèque-gambrinus-league,2024-2025,dukla-praha-slavia-prague
/matches/1825174/live/république-tchèque-gambrinus-league-2024-2025-bohemians-1905-sk-dynamo-ceske-budejovice,1825174,république,tchèque-gambrinus-league,2024-2025,bohemians-1905-sk-dynamo-ceske-budejovice
/matches/1825175/live/république-tchèque-gambrinus-league-2024-2025-slovan-liberec-mlada-boleslav,1825175,république,tchèque-gambrinus-league,2024-2025,slovan-liberec-mlada-boleslav
/matches/1825176/live/république-tchèque-gambrinus-league-2024-2025-sigma-olomouc-pardubice,1825176,république,tchèque-gambrinus-league,2024-2025,sigma-olomouc-pardubice
/matches/1825178/live/république-tchèque-gambrinus-league-2024-2025-karvina-slovacko,1825178,république,tchèque-gambrinus-league,2024-2025,karvina-slovacko
/matches/1825179/live/république-tchèque-gambrinus-league-2024-2025-hradec-kralove-jablonec,1825179,république,tchèque-gambrinus-league,2024-2025,hradec-kralove-jablonec
/matches/1825180/live/république-tchèque-gambrinus-league-2024-2025-sigma-olomouc-sparta-prague,1825180,république,tchèque-gambrinus-league,2024-2025,sigma-olomouc-sparta-prague
/matches/1825181/live/république-tchèque-gambrinus-league-2024-2025-sk-dynamo-ceske-budejovice-banik-ostrava,1825181,république,tchèque-gambrinus-league,2024-2025,sk-dynamo-ceske-budejovice-banik-ostrava
/matches/1825182/live/république-tchèque-gambrinus-league-2024-2025-slovan-liberec-dukla-praha,1825182,république,tchèque-gambrinus-league,2024-2025,slovan-liberec-dukla-praha
/matches/1825183/live/république-tchèque-gambrinus-league-2024-2025-slavia-prague-bohemians-1905,1825183,république,tchèque-gambrinus-league,2024-2025,slavia-prague-bohemians-1905
/matches/1825184/live/république-tchèque-gambrinus-league-2024-2025-mlada-boleslav-viktoria-plzen,1825184,république,tchèque-gambrinus-league,2024-2025,mlada-boleslav-viktoria-plzen
/matches/1825185/live/république-tchèque-gambrinus-league-2024-2025-teplice-pardubice,1825185,république,tchèque-gambrinus-league,2024-2025,teplice-pardubice
/matches/1825186/live/république-tchèque-gambrinus-league-2024-2025-jablonec-karvina,1825186,république,tchèque-gambrinus-league,2024-2025,jablonec-karvina
/matches/1825187/live/république-tchèque-gambrinus-league-2024-2025-sparta-prague-sk-dynamo-ceske-budejovice,1825187,république,tchèque-gambrinus-league,2024-2025,sparta-prague-sk-dynamo-ceske-budejovice
/matches/1825188/live/république-tchèque-gambrinus-league-2024-2025-teplice-viktoria-plzen,1825188,république,tchèque-gambrinus-league,2024-2025,teplice-viktoria-plzen
/matches/1825189/live/république-tchèque-gambrinus-league-2024-2025-pardubice-mlada-boleslav,1825189,république,tchèque-gambrinus-league,2024-2025,pardubice-mlada-boleslav
/matches/1825190/live/république-tchèque-gambrinus-league-2024-2025-banik-ostrava-teplice,1825190,république,tchèque-gambrinus-league,2024-2025,banik-ostrava-teplice
/matches/1825191/live/république-tchèque-gambrinus-league-2024-2025-viktoria-plzen-slavia-prague,1825191,république,tchèque-gambrinus-league,2024-2025,viktoria-plzen-slavia-prague
/matches/1825192/live/république-tchèque-gambrinus-league-2024-2025-dukla-praha-sigma-olomouc,1825192,république,tchèque-gambrinus-league,2024-2025,dukla-praha-sigma-olomouc
/matches/1825193/live/république-tchèque-gambrinus-league-2024-2025-bohemians-1905-slovan-liberec,1825193,république,tchèque-gambrinus-league,2024-2025,bohemians-1905-slovan-liberec
/matches/1825194/live/république-tchèque-gambrinus-league-2024-2025-sk-dynamo-ceske-budejovice-jablonec,1825194,république,tchèque-gambrinus-league,2024-2025,sk-dynamo-ceske-budejovice-jablonec
/matches/1825195/live/république-tchèque-gambrinus-league-2024-2025-hradec-kralove-bohemians-1905,1825195,république,tchèque-gambrinus-league,2024-2025,hradec-kralove-bohemians-1905
/matches/1825196/live/république-tchèque-gambrinus-league-2024-2025-karvina-sparta-prague,1825196,république,tchèque-gambrinus-league,2024-2025,karvina-sparta-prague
/matches/1825197/live/république-tchèque-gambrinus-league-2024-2025-slovacko-dukla-praha,1825197,république,tchèque-gambrinus-league,2024-2025,slovacko-dukla-praha
/matches/1825198/live/république-tchèque-gambrinus-league-2024-2025-slavia-prague-banik-ostrava,1825198,république,tchèque-gambrinus-league,2024-2025,slavia-prague-banik-ostrava
/matches/1825199/live/république-tchèque-gambrinus-league-2024-2025-pardubice-slovan-liberec,1825199,république,tchèque-gambrinus-league,2024-2025,pardubice-slovan-liberec
/matches/1825200/live/république-tchèque-gambrinus-league-2024-2025-sigma-olomouc-slavia-prague,1825200,république,tchèque-gambrinus-league,2024-2025,sigma-olomouc-slavia-prague
/matches/1825201/live/république-tchèque-gambrinus-league-2024-2025-slovan-liberec-teplice,1825201,république,tchèque-gambrinus-league,2024-2025,slovan-liberec-teplice
/matches/1825202/live/république-tchèque-gambrinus-league-2024-2025-sk-dynamo-ceske-budejovice-mlada-boleslav,1825202,république,tchèque-gambrinus-league,2024-2025,sk-dynamo-ceske-budejovice-mlada-boleslav
/matches/1825203/live/république-tchèque-gambrinus-league-2024-2025-slovacko-pardubice,1825203,république,tchèque-gambrinus-league,2024-2025,slovacko-pardubice
/matches/1825204/live/république-tchèque-gambrinus-league-2024-2025-karvina-viktoria-plzen,1825204,république,tchèque-gambrinus-league,2024-2025,karvina-viktoria-plzen
/matches/1825205/live/république-tchèque-gambrinus-league-2024-2025-hradec-kralove-banik-ostrava,1825205,république,tchèque-gambrinus-league,2024-2025,hradec-kralove-banik-ostrava
/matches/1825206/live/république-tchèque-gambrinus-league-2024-2025-jablonec-dukla-praha,1825206,république,tchèque-gambrinus-league,2024-2025,jablonec-dukla-praha
/matches/1825207/live/république-tchèque-gambrinus-league-2024-2025-sparta-prague-bohemians-1905,1825207,république,tchèque-gambrinus-league,2024-2025,sparta-prague-bohemians-1905
/matches/1825208/live/république-tchèque-gambrinus-league-2024-2025-mlada-boleslav-sigma-olomouc,1825208,république,tchèque-gambrinus-league,2024-2025,mlada-boleslav-sigma-olomouc
/matches/1825209/live/république-tchèque-gambrinus-league-2024-2025-pardubice-sk-dynamo-ceske-budejovice,1825209,république,tchèque-gambrinus-league,2024-2025,pardubice-sk-dynamo-ceske-budejovice
/matches/1825210/live/république-tchèque-gambrinus-league-2024-2025-teplice-slavia-prague,1825210,république,tchèque-gambrinus-league,2024-2025,teplice-slavia-prague
/matches/1825211/live/république-tchèque-gambrinus-league-2024-2025-sparta-prague-jablonec,1825211,république,tchèque-gambrinus-league,2024-2025,sparta-prague-jablonec
/matches/1825212/live/république-tchèque-gambrinus-league-2024-2025-banik-ostrava-slovacko,1825212,république,tchèque-gambrinus-league,2024-2025,banik-ostrava-slovacko
/matches/1825213/live/république-tchèque-gambrinus-league-2024-2025-dukla-praha-hradec-kralove,1825213,république,tchèque-gambrinus-league,2024-2025,dukla-praha-hradec-kralove
/matches/1825214/live/république-tchèque-gambrinus-league-2024-2025-bohemians-1905-karvina,1825214,république,tchèque-gambrinus-league,2024-2025,bohemians-1905-karvina
/matches/1825215/live/république-tchèque-gambrinus-league-2024-2025-viktoria-plzen-sk-dynamo-ceske-budejovice,1825215,république,tchèque-gambrinus-league,2024-2025,viktoria-plzen-sk-dynamo-ceske-budejovice
/matches/1825216/live/république-tchèque-gambrinus-league-2024-2025-karvina-teplice,1825216,république,tchèque-gambrinus-league,2024-2025,karvina-teplice
/matches/1825217/live/république-tchèque-gambrinus-league-2024-2025-slavia-prague-mlada-boleslav,1825217,république,tchèque-gambrinus-league,2024-2025,slavia-prague-mlada-boleslav
/matches/1825218/live/république-tchèque-gambrinus-league-2024-2025-sigma-olomouc-slovan-liberec,1825218,république,tchèque-gambrinus-league,2024-2025,sigma-olomouc-slovan-liberec
/matches/1825219/live/république-tchèque-gambrinus-league-2024-2025-karvina-pardubice,1825219,république,tchèque-gambrinus-league,2024-2025,karvina-pardubice
/matches/1825220/live/république-tchèque-gambrinus-league-2024-2025-sk-dynamo-ceske-budejovice-slavia-prague,1825220,république,tchèque-gambrinus-league,2024-2025,sk-dynamo-ceske-budejovice-slavia-prague
/matches/1825221/live/république-tchèque-gambrinus-league-2024-2025-slovacko-mlada-boleslav,1825221,république,tchèque-gambrinus-league,2024-2025,slovacko-mlada-boleslav
/matches/1825222/live/république-tchèque-gambrinus-league-2024-2025-jablonec-banik-ostrava,1825222,république,tchèque-gambrinus-league,2024-2025,jablonec-banik-ostrava
/matches/1825223/live/république-tchèque-gambrinus-league-2024-2025-bohemians-1905-dukla-praha,1825223,république,tchèque-gambrinus-league,2024-2025,bohemians-1905-dukla-praha
/matches/1825224/live/république-tchèque-gambrinus-league-2024-2025-slavia-prague-slovan-liberec,1825224,république,tchèque-gambrinus-league,2024-2025,slavia-prague-slovan-liberec
/matches/1825225/live/république-tchèque-gambrinus-league-2024-2025-teplice-sigma-olomouc,1825225,république,tchèque-gambrinus-league,2024-2025,teplice-sigma-olomouc
/matches/1825226/live/république-tchèque-gambrinus-league-2024-2025-dukla-praha-sparta-prague,1825226,république,tchèque-gambrinus-league,2024-2025,dukla-praha-sparta-prague
/matches/1825227/live/république-tchèque-gambrinus-league-2024-2025-viktoria-plzen-jablonec,1825227,république,tchèque-gambrinus-league,2024-2025,viktoria-plzen-jablonec
/matches/1825228/live/république-tchèque-gambrinus-league-2024-2025-bohemians-1905-slovacko,1825228,république,tchèque-gambrinus-league,2024-2025,bohemians-1905-slovacko
/matches/1825229/live/république-tchèque-gambrinus-league-2024-2025-mlada-boleslav-hradec-kralove,1825229,république,tchèque-gambrinus-league,2024-2025,mlada-boleslav-hradec-kralove
/matches/1825230/live/république-tchèque-gambrinus-league-2024-2025-banik-ostrava-karvina,1825230,république,tchèque-gambrinus-league,2024-2025,banik-ostrava-karvina
/matches/1825231/live/république-tchèque-gambrinus-league-2024-2025-hradec-kralove-pardubice,1825231,république,tchèque-gambrinus-league,2024-2025,hradec-kralove-pardubice
/matches/1825232/live/république-tchèque-gambrinus-league-2024-2025-sigma-olomouc-viktoria-plzen,1825232,république,tchèque-gambrinus-league,2024-2025,sigma-olomouc-viktoria-plzen
/matches/1825233/live/république-tchèque-gambrinus-league-2024-2025-slovan-liberec-banik-ostrava,1825233,république,tchèque-gambrinus-league,2024-2025,slovan-liberec-banik-ostrava
/matches/1825234/live/république-tchèque-gambrinus-league-2024-2025-sk-dynamo-ceske-budejovice-dukla-praha,1825234,république,tchèque-gambrinus-league,2024-2025,sk-dynamo-ceske-budejovice-dukla-praha
/matches/1825254/live/république-tchèque-gambrinus-league-2024-2025-mlada-boleslav-slovacko,1825254,république,tchèque-gambrinus-league,2024-2025,mlada-boleslav-slovacko
/matches/1825256/live/république-tchèque-gambrinus-league-2024-2025-hradec-kralove-mlada-boleslav,1825256,république,tchèque-gambrinus-league,2024-2025,hradec-kralove-mlada-boleslav
/matches/1825260/live/république-tchèque-gambrinus-league-2024-2025-sparta-prague-slavia-prague,1825260,république,tchèque-gambrinus-league,2024-2025,sparta-prague-slavia-prague
/matches/1825261/live/république-tchèque-gambrinus-league-2024-2025-dukla-praha-teplice,1825261,république,tchèque-gambrinus-league,2024-2025,dukla-praha-teplice
/matches/1825262/live/république-tchèque-gambrinus-league-2024-2025-banik-ostrava-mlada-boleslav,1825262,république,tchèque-gambrinus-league,2024-2025,banik-ostrava-mlada-boleslav
/matches/1825263/live/république-tchèque-gambrinus-league-2024-2025-pardubice-viktoria-plzen,1825263,république,tchèque-gambrinus-league,2024-2025,pardubice-viktoria-plzen
/matches/1825264/live/république-tchèque-gambrinus-league-2024-2025-hradec-kralove-karvina,1825264,république,tchèque-gambrinus-league,2024-2025,hradec-kralove-karvina
/matches/1825265/live/république-tchèque-gambrinus-league-2024-2025-teplice-slovacko,1825265,république,tchèque-gambrinus-league,2024-2025,teplice-slovacko
/matches/1825266/live/république-tchèque-gambrinus-league-2024-2025-sigma-olomouc-hradec-kralove,1825266,république,tchèque-gambrinus-league,2024-2025,sigma-olomouc-hradec-kralove
/matches/1825267/live/république-tchèque-gambrinus-league-2024-2025-sk-dynamo-ceske-budejovice-karvina,1825267,république,tchèque-gambrinus-league,2024-2025,sk-dynamo-ceske-budejovice-karvina
/matches/1825268/live/république-tchèque-gambrinus-league-2024-2025-slovacko-slovan-liberec,1825268,république,tchèque-gambrinus-league,2024-2025,slovacko-slovan-liberec
/matches/1825269/live/république-tchèque-gambrinus-league-2024-2025-jablonec-sigma-olomouc,1825269,république,tchèque-gambrinus-league,2024-2025,jablonec-sigma-olomouc
/matches/1825270/live/république-tchèque-druha-league-2024-2025-mfk-chrudim-fc-zbrojovka-brno,1825270,république,tchèque-druha-league,2024-2025,mfk-chrudim-fc-zbrojovka-brno
/matches/1825271/live/république-tchèque-druha-league-2024-2025-vyskov-fc-vlasim,1825271,république,tchèque-druha-league,2024-2025,vyskov-fc-vlasim
/matches/1825272/live/république-tchèque-druha-league-2024-2025-fc-silon-taborsko-banik-ostrava-b,1825272,république,tchèque-druha-league,2024-2025,fc-silon-taborsko-banik-ostrava-b
/matches/1825273/live/république-tchèque-druha-league-2024-2025-sk-lisen-slavia-prague-b,1825273,république,tchèque-druha-league,2024-2025,sk-lisen-slavia-prague-b
/matches/1825274/live/république-tchèque-druha-league-2024-2025-fc-zlin-sigma-olomouc-b,1825274,république,tchèque-druha-league,2024-2025,fc-zlin-sigma-olomouc-b
/matches/1825275/live/république-tchèque-druha-league-2024-2025-zizkov-sk-prostejov,1825275,république,tchèque-druha-league,2024-2025,zizkov-sk-prostejov
/matches/1825276/live/république-tchèque-druha-league-2024-2025-fc-vlasim-sk-lisen,1825276,république,tchèque-druha-league,2024-2025,fc-vlasim-sk-lisen
/matches/1825277/live/république-tchèque-druha-league-2024-2025-slavia-prague-b-mfk-chrudim,1825277,république,tchèque-druha-league,2024-2025,slavia-prague-b-mfk-chrudim
/matches/1825278/live/république-tchèque-druha-league-2024-2025-vysocina-jihlava-fc-silon-taborsko,1825278,république,tchèque-druha-league,2024-2025,vysocina-jihlava-fc-silon-taborsko
/matches/1825279/live/république-tchèque-druha-league-2024-2025-sparta-prague-b-vysocina-jihlava,1825279,république,tchèque-druha-league,2024-2025,sparta-prague-b-vysocina-jihlava
/matches/1825280/live/république-tchèque-druha-league-2024-2025-opava-sparta-prague-b,1825280,république,tchèque-druha-league,2024-2025,opava-sparta-prague-b
/matches/1825281/live/république-tchèque-druha-league-2024-2025-fc-zbrojovka-brno-fk-varnsdorf,1825281,république,tchèque-druha-league,2024-2025,fc-zbrojovka-brno-fk-varnsdorf
/matches/1825282/live/république-tchèque-druha-league-2024-2025-sk-prostejov-fc-vlasim,1825282,république,tchèque-druha-league,2024-2025,sk-prostejov-fc-vlasim
/matches/1825283/live/république-tchèque-druha-league-2024-2025-sigma-olomouc-b-vysocina-jihlava,1825283,république,tchèque-druha-league,2024-2025,sigma-olomouc-b-vysocina-jihlava
/matches/1825284/live/république-tchèque-druha-league-2024-2025-fc-zlin-zizkov,1825284,république,tchèque-druha-league,2024-2025,fc-zlin-zizkov
/matches/1825285/live/république-tchèque-druha-league-2024-2025-vysocina-jihlava-fc-zbrojovka-brno,1825285,république,tchèque-druha-league,2024-2025,vysocina-jihlava-fc-zbrojovka-brno
/matches/1825286/live/république-tchèque-druha-league-2024-2025-fk-varnsdorf-zizkov,1825286,république,tchèque-druha-league,2024-2025,fk-varnsdorf-zizkov
/matches/1825287/live/république-tchèque-druha-league-2024-2025-sparta-prague-b-banik-ostrava-b,1825287,république,tchèque-druha-league,2024-2025,sparta-prague-b-banik-ostrava-b
/matches/1825288/live/république-tchèque-druha-league-2024-2025-opava-fc-vlasim,1825288,république,tchèque-druha-league,2024-2025,opava-fc-vlasim
/matches/1825289/live/république-tchèque-druha-league-2024-2025-vysocina-jihlava-zizkov,1825289,république,tchèque-druha-league,2024-2025,vysocina-jihlava-zizkov
/matches/1825290/live/république-tchèque-druha-league-2024-2025-banik-ostrava-b-sk-lisen,1825290,république,tchèque-druha-league,2024-2025,banik-ostrava-b-sk-lisen
/matches/1825291/live/république-tchèque-druha-league-2024-2025-opava-mfk-chrudim,1825291,république,tchèque-druha-league,2024-2025,opava-mfk-chrudim
/matches/1825292/live/république-tchèque-druha-league-2024-2025-fc-zbrojovka-brno-fc-zlin,1825292,république,tchèque-druha-league,2024-2025,fc-zbrojovka-brno-fc-zlin
/matches/1825293/live/république-tchèque-druha-league-2024-2025-fk-varnsdorf-vyskov,1825293,république,tchèque-druha-league,2024-2025,fk-varnsdorf-vyskov
/matches/1825294/live/république-tchèque-druha-league-2024-2025-slavia-prague-b-sk-prostejov,1825294,république,tchèque-druha-league,2024-2025,slavia-prague-b-sk-prostejov
/matches/1825295/live/république-tchèque-druha-league-2024-2025-banik-ostrava-b-vyskov,1825295,république,tchèque-druha-league,2024-2025,banik-ostrava-b-vyskov
/matches/1825296/live/république-tchèque-druha-league-2024-2025-sparta-prague-b-fk-varnsdorf,1825296,république,tchèque-druha-league,2024-2025,sparta-prague-b-fk-varnsdorf
/matches/1825297/live/république-tchèque-druha-league-2024-2025-mfk-chrudim-banik-ostrava-b,1825297,république,tchèque-druha-league,2024-2025,mfk-chrudim-banik-ostrava-b
/matches/1825298/live/république-tchèque-druha-league-2024-2025-vyskov-slavia-prague-b,1825298,république,tchèque-druha-league,2024-2025,vyskov-slavia-prague-b
/matches/1825299/live/république-tchèque-druha-league-2024-2025-zizkov-sk-lisen,1825299,république,tchèque-druha-league,2024-2025,zizkov-sk-lisen
/matches/1825300/live/république-tchèque-druha-league-2024-2025-mfk-chrudim-sigma-olomouc-b,1825300,république,tchèque-druha-league,2024-2025,mfk-chrudim-sigma-olomouc-b
/matches/1825301/live/république-tchèque-druha-league-2024-2025-vyskov-sk-prostejov,1825301,république,tchèque-druha-league,2024-2025,vyskov-sk-prostejov
/matches/1825302/live/république-tchèque-druha-league-2024-2025-fc-silon-taborsko-slavia-prague-b,1825302,république,tchèque-druha-league,2024-2025,fc-silon-taborsko-slavia-prague-b
/matches/1825303/live/république-tchèque-druha-league-2024-2025-sk-lisen-fc-zlin,1825303,république,tchèque-druha-league,2024-2025,sk-lisen-fc-zlin
/matches/1825304/live/république-tchèque-druha-league-2024-2025-sigma-olomouc-b-sk-prostejov,1825304,république,tchèque-druha-league,2024-2025,sigma-olomouc-b-sk-prostejov
/matches/1825305/live/république-tchèque-druha-league-2024-2025-fc-zlin-fc-silon-taborsko,1825305,république,tchèque-druha-league,2024-2025,fc-zlin-fc-silon-taborsko
/matches/1825306/live/république-tchèque-druha-league-2024-2025-fc-vlasim-mfk-chrudim,1825306,république,tchèque-druha-league,2024-2025,fc-vlasim-mfk-chrudim
/matches/1825307/live/république-tchèque-druha-league-2024-2025-slavia-prague-b-sparta-prague-b,1825307,république,tchèque-druha-league,2024-2025,slavia-prague-b-sparta-prague-b
/matches/1825308/live/république-tchèque-druha-league-2024-2025-vysocina-jihlava-vyskov,1825308,république,tchèque-druha-league,2024-2025,vysocina-jihlava-vyskov
/matches/1825309/live/république-tchèque-druha-league-2024-2025-banik-ostrava-b-fk-varnsdorf,1825309,république,tchèque-druha-league,2024-2025,banik-ostrava-b-fk-varnsdorf
/matches/1825310/live/république-tchèque-druha-league-2024-2025-opava-fc-zbrojovka-brno,1825310,république,tchèque-druha-league,2024-2025,opava-fc-zbrojovka-brno
/matches/1825311/live/république-tchèque-druha-league-2024-2025-sk-prostejov-fc-zlin,1825311,république,tchèque-druha-league,2024-2025,sk-prostejov-fc-zlin
/matches/1825312/live/république-tchèque-druha-league-2024-2025-sigma-olomouc-b-zizkov,1825312,république,tchèque-druha-league,2024-2025,sigma-olomouc-b-zizkov
/matches/1825313/live/république-tchèque-druha-league-2024-2025-fk-varnsdorf-opava,1825313,république,tchèque-druha-league,2024-2025,fk-varnsdorf-opava
/matches/1825314/live/république-tchèque-druha-league-2024-2025-zizkov-banik-ostrava-b,1825314,république,tchèque-druha-league,2024-2025,zizkov-banik-ostrava-b
/matches/1825315/live/république-tchèque-druha-league-2024-2025-sparta-prague-b-fc-silon-taborsko,1825315,république,tchèque-druha-league,2024-2025,sparta-prague-b-fc-silon-taborsko
/matches/1825316/live/république-tchèque-druha-league-2024-2025-sk-prostejov-fc-zbrojovka-brno,1825316,république,tchèque-druha-league,2024-2025,sk-prostejov-fc-zbrojovka-brno
/matches/1825317/live/république-tchèque-druha-league-2024-2025-sigma-olomouc-b-opava,1825317,république,tchèque-druha-league,2024-2025,sigma-olomouc-b-opava
/matches/1825318/live/république-tchèque-druha-league-2024-2025-fc-zlin-vysocina-jihlava,1825318,république,tchèque-druha-league,2024-2025,fc-zlin-vysocina-jihlava
/matches/1825319/live/république-tchèque-druha-league-2024-2025-fc-vlasim-slavia-prague-b,1825319,république,tchèque-druha-league,2024-2025,fc-vlasim-slavia-prague-b
/matches/1825320/live/république-tchèque-druha-league-2024-2025-vyskov-mfk-chrudim,1825320,république,tchèque-druha-league,2024-2025,vyskov-mfk-chrudim
/matches/1825321/live/république-tchèque-druha-league-2024-2025-fc-silon-taborsko-fk-varnsdorf,1825321,république,tchèque-druha-league,2024-2025,fc-silon-taborsko-fk-varnsdorf
/matches/1825322/live/république-tchèque-druha-league-2024-2025-sk-lisen-sparta-prague-b,1825322,république,tchèque-druha-league,2024-2025,sk-lisen-sparta-prague-b
/matches/1825323/live/république-tchèque-druha-league-2024-2025-slavia-prague-b-zizkov,1825323,république,tchèque-druha-league,2024-2025,slavia-prague-b-zizkov
/matches/1825324/live/république-tchèque-druha-league-2024-2025-vysocina-jihlava-fc-vlasim,1825324,république,tchèque-druha-league,2024-2025,vysocina-jihlava-fc-vlasim
/matches/1825325/live/république-tchèque-druha-league-2024-2025-banik-ostrava-b-fc-zlin,1825325,république,tchèque-druha-league,2024-2025,banik-ostrava-b-fc-zlin
/matches/1825326/live/république-tchèque-druha-league-2024-2025-opava-sk-prostejov,1825326,république,tchèque-druha-league,2024-2025,opava-sk-prostejov
/matches/1825327/live/république-tchèque-druha-league-2024-2025-sk-lisen-opava,1825327,république,tchèque-druha-league,2024-2025,sk-lisen-opava
/matches/1825328/live/république-tchèque-druha-league-2024-2025-zizkov-fc-silon-taborsko,1825328,république,tchèque-druha-league,2024-2025,zizkov-fc-silon-taborsko
/matches/1825329/live/république-tchèque-druha-league-2024-2025-fc-vlasim-fc-zlin,1825329,république,tchèque-druha-league,2024-2025,fc-vlasim-fc-zlin
/matches/1825330/live/république-tchèque-druha-league-2024-2025-slavia-prague-b-sigma-olomouc-b,1825330,république,tchèque-druha-league,2024-2025,slavia-prague-b-sigma-olomouc-b
/matches/1825331/live/république-tchèque-druha-league-2024-2025-vysocina-jihlava-sk-lisen,1825331,république,tchèque-druha-league,2024-2025,vysocina-jihlava-sk-lisen
/matches/1825332/live/république-tchèque-druha-league-2024-2025-banik-ostrava-b-sk-prostejov,1825332,république,tchèque-druha-league,2024-2025,banik-ostrava-b-sk-prostejov
/matches/1825333/live/république-tchèque-druha-league-2024-2025-opava-vyskov,1825333,république,tchèque-druha-league,2024-2025,opava-vyskov
/matches/1825334/live/république-tchèque-druha-league-2024-2025-fc-zbrojovka-brno-sparta-prague-b,1825334,république,tchèque-druha-league,2024-2025,fc-zbrojovka-brno-sparta-prague-b
/matches/1825335/live/république-tchèque-druha-league-2024-2025-fk-varnsdorf-mfk-chrudim,1825335,république,tchèque-druha-league,2024-2025,fk-varnsdorf-mfk-chrudim
/matches/1825336/live/république-tchèque-druha-league-2024-2025-fc-silon-taborsko-fc-zbrojovka-brno,1825336,république,tchèque-druha-league,2024-2025,fc-silon-taborsko-fc-zbrojovka-brno
/matches/1825337/live/république-tchèque-druha-league-2024-2025-sk-prostejov-vysocina-jihlava,1825337,république,tchèque-druha-league,2024-2025,sk-prostejov-vysocina-jihlava
