link,num_lien,pays,ligue,annee,equipes
/matches/1821041/live/autriche-stiegl-cup-2024-2025-sk-bischofshofen-hartberg,1821041,autriche,stiegl-cup,2024-2025,sk-bischofshofen-hartberg
/matches/1821042/live/autriche-stiegl-cup-2024-2025-schwaz-sw-bregenz,1821042,autriche,stiegl-cup,2024-2025,schwaz-sw-bregenz
/matches/1821043/live/autriche-stiegl-cup-2024-2025-sc-imst-wsg-tirol,1821043,autriche,stiegl-cup,2024-2025,sc-imst-wsg-tirol
/matches/1821044/live/autriche-stiegl-cup-2024-2025-pinzgau-saalfelden-austria-wien,1821044,autriche,stiegl-cup,2024-2025,pinzgau-saalfelden-austria-wien
/matches/1821045/live/autriche-stiegl-cup-2024-2025-ask-klagenfurt-sportunion-mauer,1821045,autriche,stiegl-cup,2024-2025,ask-klagenfurt-sportunion-mauer
/matches/1821046/live/autriche-stiegl-cup-2024-2025-oberwart-sv-stripfing,1821046,autriche,stiegl-cup,2024-2025,oberwart-sv-stripfing
/matches/1821047/live/autriche-stiegl-cup-2024-2025-roefix-roethis-ried,1821047,autriche,stiegl-cup,2024-2025,roefix-roethis-ried
/matches/1821048/live/autriche-stiegl-cup-2024-2025-fcm-traiskirchen-amstetten,1821048,autriche,stiegl-cup,2024-2025,fcm-traiskirchen-amstetten
/matches/1821049/live/angleterre-premier-league-2024-2025-manchester-united-fulham,1821049,angleterre,premier-league,2024-2025,manchester-united-fulham
/matches/1821050/live/angleterre-premier-league-2024-2025-ipswich-liverpool,1821050,angleterre,premier-league,2024-2025,ipswich-liverpool
/matches/1821051/live/angleterre-premier-league-2024-2025-chelsea-manchester-city,1821051,angleterre,premier-league,2024-2025,chelsea-manchester-city
/matches/1821052/live/angleterre-premier-league-2024-2025-arsenal-wolves,1821052,angleterre,premier-league,2024-2025,arsenal-wolves
/matches/1821053/live/angleterre-premier-league-2024-2025-leicester-tottenham,1821053,angleterre,premier-league,2024-2025,leicester-tottenham
/matches/1821054/live/angleterre-premier-league-2024-2025-everton-brighton,1821054,angleterre,premier-league,2024-2025,everton-brighton
/matches/1821055/live/angleterre-premier-league-2024-2025-newcastle-southampton,1821055,angleterre,premier-league,2024-2025,newcastle-southampton
/matches/1821056/live/angleterre-premier-league-2024-2025-nottingham-forest-bournemouth,1821056,angleterre,premier-league,2024-2025,nottingham-forest-bournemouth
/matches/1821057/live/angleterre-premier-league-2024-2025-west-ham-aston-villa,1821057,angleterre,premier-league,2024-2025,west-ham-aston-villa
/matches/1821058/live/angleterre-premier-league-2024-2025-brentford-crystal-palace,1821058,angleterre,premier-league,2024-2025,brentford-crystal-palace
/matches/1821059/live/angleterre-premier-league-2024-2025-bournemouth-newcastle,1821059,angleterre,premier-league,2024-2025,bournemouth-newcastle
/matches/1821060/live/angleterre-premier-league-2024-2025-aston-villa-arsenal,1821060,angleterre,premier-league,2024-2025,aston-villa-arsenal
/matches/1821061/live/angleterre-premier-league-2024-2025-brighton-manchester-united,1821061,angleterre,premier-league,2024-2025,brighton-manchester-united
/matches/1821062/live/angleterre-premier-league-2024-2025-crystal-palace-west-ham,1821062,angleterre,premier-league,2024-2025,crystal-palace-west-ham
/matches/1821063/live/angleterre-premier-league-2024-2025-fulham-leicester,1821063,angleterre,premier-league,2024-2025,fulham-leicester
/matches/1821064/live/angleterre-premier-league-2024-2025-liverpool-brentford,1821064,angleterre,premier-league,2024-2025,liverpool-brentford
/matches/1821065/live/angleterre-premier-league-2024-2025-manchester-city-ipswich,1821065,angleterre,premier-league,2024-2025,manchester-city-ipswich
/matches/1821066/live/angleterre-premier-league-2024-2025-southampton-nottingham-forest,1821066,angleterre,premier-league,2024-2025,southampton-nottingham-forest
/matches/1821067/live/angleterre-premier-league-2024-2025-tottenham-everton,1821067,angleterre,premier-league,2024-2025,tottenham-everton
/matches/1821068/live/angleterre-premier-league-2024-2025-wolves-chelsea,1821068,angleterre,premier-league,2024-2025,wolves-chelsea
/matches/1821069/live/angleterre-premier-league-2024-2025-arsenal-brighton,1821069,angleterre,premier-league,2024-2025,arsenal-brighton
/matches/1821070/live/angleterre-premier-league-2024-2025-manchester-united-liverpool,1821070,angleterre,premier-league,2024-2025,manchester-united-liverpool
/matches/1821071/live/angleterre-premier-league-2024-2025-brentford-southampton,1821071,angleterre,premier-league,2024-2025,brentford-southampton
/matches/1821072/live/angleterre-premier-league-2024-2025-newcastle-tottenham,1821072,angleterre,premier-league,2024-2025,newcastle-tottenham
/matches/1821073/live/angleterre-premier-league-2024-2025-chelsea-crystal-palace,1821073,angleterre,premier-league,2024-2025,chelsea-crystal-palace
/matches/1821074/live/angleterre-premier-league-2024-2025-everton-bournemouth,1821074,angleterre,premier-league,2024-2025,everton-bournemouth
/matches/1821075/live/angleterre-premier-league-2024-2025-ipswich-fulham,1821075,angleterre,premier-league,2024-2025,ipswich-fulham
/matches/1821076/live/angleterre-premier-league-2024-2025-leicester-aston-villa,1821076,angleterre,premier-league,2024-2025,leicester-aston-villa
/matches/1821077/live/angleterre-premier-league-2024-2025-nottingham-forest-wolves,1821077,angleterre,premier-league,2024-2025,nottingham-forest-wolves
/matches/1821078/live/angleterre-premier-league-2024-2025-west-ham-manchester-city,1821078,angleterre,premier-league,2024-2025,west-ham-manchester-city
/matches/1821079/live/angleterre-premier-league-2024-2025-aston-villa-everton,1821079,angleterre,premier-league,2024-2025,aston-villa-everton
/matches/1821080/live/angleterre-premier-league-2024-2025-bournemouth-chelsea,1821080,angleterre,premier-league,2024-2025,bournemouth-chelsea
/matches/1821081/live/angleterre-premier-league-2024-2025-southampton-manchester-united,1821081,angleterre,premier-league,2024-2025,southampton-manchester-united
/matches/1821082/live/angleterre-premier-league-2024-2025-brighton-ipswich,1821082,angleterre,premier-league,2024-2025,brighton-ipswich
/matches/1821083/live/angleterre-premier-league-2024-2025-tottenham-arsenal,1821083,angleterre,premier-league,2024-2025,tottenham-arsenal
/matches/1821084/live/angleterre-premier-league-2024-2025-crystal-palace-leicester,1821084,angleterre,premier-league,2024-2025,crystal-palace-leicester
/matches/1821085/live/angleterre-premier-league-2024-2025-manchester-city-brentford,1821085,angleterre,premier-league,2024-2025,manchester-city-brentford
/matches/1821086/live/angleterre-premier-league-2024-2025-wolves-newcastle,1821086,angleterre,premier-league,2024-2025,wolves-newcastle
/matches/1821087/live/angleterre-premier-league-2024-2025-fulham-west-ham,1821087,angleterre,premier-league,2024-2025,fulham-west-ham
/matches/1821088/live/angleterre-premier-league-2024-2025-liverpool-nottingham-forest,1821088,angleterre,premier-league,2024-2025,liverpool-nottingham-forest
/matches/1821089/live/angleterre-premier-league-2024-2025-aston-villa-wolves,1821089,angleterre,premier-league,2024-2025,aston-villa-wolves
/matches/1821090/live/angleterre-premier-league-2024-2025-tottenham-brentford,1821090,angleterre,premier-league,2024-2025,tottenham-brentford
/matches/1821091/live/angleterre-premier-league-2024-2025-brighton-nottingham-forest,1821091,angleterre,premier-league,2024-2025,brighton-nottingham-forest
/matches/1821092/live/angleterre-premier-league-2024-2025-fulham-newcastle,1821092,angleterre,premier-league,2024-2025,fulham-newcastle
/matches/1821093/live/angleterre-premier-league-2024-2025-crystal-palace-manchester-united,1821093,angleterre,premier-league,2024-2025,crystal-palace-manchester-united
/matches/1821094/live/angleterre-premier-league-2024-2025-leicester-everton,1821094,angleterre,premier-league,2024-2025,leicester-everton
/matches/1821095/live/angleterre-premier-league-2024-2025-liverpool-bournemouth,1821095,angleterre,premier-league,2024-2025,liverpool-bournemouth
/matches/1821096/live/angleterre-premier-league-2024-2025-manchester-city-arsenal,1821096,angleterre,premier-league,2024-2025,manchester-city-arsenal
/matches/1821097/live/angleterre-premier-league-2024-2025-southampton-ipswich,1821097,angleterre,premier-league,2024-2025,southampton-ipswich
/matches/1821098/live/angleterre-premier-league-2024-2025-west-ham-chelsea,1821098,angleterre,premier-league,2024-2025,west-ham-chelsea
/matches/1821099/live/angleterre-premier-league-2024-2025-bournemouth-southampton,1821099,angleterre,premier-league,2024-2025,bournemouth-southampton
/matches/1821100/live/angleterre-premier-league-2024-2025-arsenal-leicester,1821100,angleterre,premier-league,2024-2025,arsenal-leicester
/matches/1821101/live/angleterre-premier-league-2024-2025-brentford-west-ham,1821101,angleterre,premier-league,2024-2025,brentford-west-ham
/matches/1821102/live/angleterre-premier-league-2024-2025-chelsea-brighton,1821102,angleterre,premier-league,2024-2025,chelsea-brighton
/matches/1821103/live/angleterre-premier-league-2024-2025-ipswich-aston-villa,1821103,angleterre,premier-league,2024-2025,ipswich-aston-villa
/matches/1821104/live/angleterre-premier-league-2024-2025-everton-crystal-palace,1821104,angleterre,premier-league,2024-2025,everton-crystal-palace
/matches/1821105/live/angleterre-premier-league-2024-2025-newcastle-manchester-city,1821105,angleterre,premier-league,2024-2025,newcastle-manchester-city
/matches/1821106/live/angleterre-premier-league-2024-2025-manchester-united-tottenham,1821106,angleterre,premier-league,2024-2025,manchester-united-tottenham
/matches/1821107/live/angleterre-premier-league-2024-2025-nottingham-forest-fulham,1821107,angleterre,premier-league,2024-2025,nottingham-forest-fulham
/matches/1821108/live/angleterre-premier-league-2024-2025-wolves-liverpool,1821108,angleterre,premier-league,2024-2025,wolves-liverpool
/matches/1821109/live/angleterre-premier-league-2024-2025-arsenal-southampton,1821109,angleterre,premier-league,2024-2025,arsenal-southampton
/matches/1821110/live/angleterre-premier-league-2024-2025-aston-villa-manchester-united,1821110,angleterre,premier-league,2024-2025,aston-villa-manchester-united
/matches/1821111/live/angleterre-premier-league-2024-2025-everton-newcastle,1821111,angleterre,premier-league,2024-2025,everton-newcastle
/matches/1821112/live/angleterre-premier-league-2024-2025-brentford-wolves,1821112,angleterre,premier-league,2024-2025,brentford-wolves
/matches/1821113/live/angleterre-premier-league-2024-2025-brighton-tottenham,1821113,angleterre,premier-league,2024-2025,brighton-tottenham
/matches/1821114/live/angleterre-premier-league-2024-2025-chelsea-nottingham-forest,1821114,angleterre,premier-league,2024-2025,chelsea-nottingham-forest
/matches/1821115/live/angleterre-premier-league-2024-2025-crystal-palace-liverpool,1821115,angleterre,premier-league,2024-2025,crystal-palace-liverpool
/matches/1821116/live/angleterre-premier-league-2024-2025-leicester-bournemouth,1821116,angleterre,premier-league,2024-2025,leicester-bournemouth
/matches/1821117/live/angleterre-premier-league-2024-2025-manchester-city-fulham,1821117,angleterre,premier-league,2024-2025,manchester-city-fulham
/matches/1821118/live/angleterre-premier-league-2024-2025-west-ham-ipswich,1821118,angleterre,premier-league,2024-2025,west-ham-ipswich
/matches/1821121/live/angleterre-premier-league-2024-2025-southampton-wolves,1821121,angleterre,premier-league,2024-2025,southampton-wolves
/matches/1821122/live/angleterre-premier-league-2024-2025-brentford-everton,1821122,angleterre,premier-league,2024-2025,brentford-everton
/matches/1821125/live/angleterre-premier-league-2024-2025-brighton-bournemouth,1821125,angleterre,premier-league,2024-2025,brighton-bournemouth
/matches/1821127/live/angleterre-premier-league-2024-2025-arsenal-fulham,1821127,angleterre,premier-league,2024-2025,arsenal-fulham
/matches/1821128/live/angleterre-premier-league-2024-2025-nottingham-forest-arsenal,1821128,angleterre,premier-league,2024-2025,nottingham-forest-arsenal
/matches/1821129/live/angleterre-premier-league-2024-2025-bournemouth-arsenal,1821129,angleterre,premier-league,2024-2025,bournemouth-arsenal
/matches/1821130/live/angleterre-premier-league-2024-2025-tottenham-manchester-city,1821130,angleterre,premier-league,2024-2025,tottenham-manchester-city
/matches/1821131/live/angleterre-premier-league-2024-2025-fulham-aston-villa,1821131,angleterre,premier-league,2024-2025,fulham-aston-villa
/matches/1821132/live/angleterre-premier-league-2024-2025-west-ham-leicester,1821132,angleterre,premier-league,2024-2025,west-ham-leicester
/matches/1821133/live/angleterre-premier-league-2024-2025-ipswich-everton,1821133,angleterre,premier-league,2024-2025,ipswich-everton
/matches/1821134/live/angleterre-premier-league-2024-2025-wolves-fulham,1821134,angleterre,premier-league,2024-2025,wolves-fulham
/matches/1821136/live/angleterre-premier-league-2024-2025-liverpool-chelsea,1821136,angleterre,premier-league,2024-2025,liverpool-chelsea
/matches/1821137/live/angleterre-premier-league-2024-2025-crystal-palace-aston-villa,1821137,angleterre,premier-league,2024-2025,crystal-palace-aston-villa
/matches/1821138/live/angleterre-premier-league-2024-2025-chelsea-southampton,1821138,angleterre,premier-league,2024-2025,chelsea-southampton
/matches/1821139/live/angleterre-premier-league-2024-2025-nottingham-forest-manchester-united,1821139,angleterre,premier-league,2024-2025,nottingham-forest-manchester-united
/matches/1821140/live/angleterre-premier-league-2024-2025-manchester-united-brentford,1821140,angleterre,premier-league,2024-2025,manchester-united-brentford
/matches/1821141/live/angleterre-premier-league-2024-2025-wolves-west-ham,1821141,angleterre,premier-league,2024-2025,wolves-west-ham
/matches/1821142/live/angleterre-premier-league-2024-2025-liverpool-newcastle,1821142,angleterre,premier-league,2024-2025,liverpool-newcastle
/matches/1821143/live/angleterre-premier-league-2024-2025-newcastle-brighton,1821143,angleterre,premier-league,2024-2025,newcastle-brighton
/matches/1821145/live/angleterre-premier-league-2024-2025-manchester-united-ipswich,1821145,angleterre,premier-league,2024-2025,manchester-united-ipswich
/matches/1821146/live/angleterre-premier-league-2024-2025-nottingham-forest-crystal-palace,1821146,angleterre,premier-league,2024-2025,nottingham-forest-crystal-palace
/matches/1821147/live/angleterre-premier-league-2024-2025-brentford-aston-villa,1821147,angleterre,premier-league,2024-2025,brentford-aston-villa
/matches/1821149/live/angleterre-premier-league-2024-2025-southampton-leicester,1821149,angleterre,premier-league,2024-2025,southampton-leicester
/matches/1821150/live/angleterre-premier-league-2024-2025-brighton-fulham,1821150,angleterre,premier-league,2024-2025,brighton-fulham
/matches/1821151/live/angleterre-premier-league-2024-2025-tottenham-west-ham,1821151,angleterre,premier-league,2024-2025,tottenham-west-ham
/matches/1821152/live/angleterre-premier-league-2024-2025-chelsea-leicester,1821152,angleterre,premier-league,2024-2025,chelsea-leicester
/matches/1821153/live/angleterre-premier-league-2024-2025-wolves-manchester-city,1821153,angleterre,premier-league,2024-2025,wolves-manchester-city
/matches/1821155/live/angleterre-premier-league-2024-2025-crystal-palace-ipswich,1821155,angleterre,premier-league,2024-2025,crystal-palace-ipswich
/matches/1821157/live/angleterre-premier-league-2024-2025-liverpool-southampton,1821157,angleterre,premier-league,2024-2025,liverpool-southampton
/matches/1821159/live/angleterre-premier-league-2024-2025-manchester-united-arsenal,1821159,angleterre,premier-league,2024-2025,manchester-united-arsenal
/matches/1821161/live/angleterre-premier-league-2024-2025-nottingham-forest-manchester-city,1821161,angleterre,premier-league,2024-2025,nottingham-forest-manchester-city
/matches/1821163/live/angleterre-premier-league-2024-2025-tottenham-bournemouth,1821163,angleterre,premier-league,2024-2025,tottenham-bournemouth
/matches/1821165/live/angleterre-premier-league-2024-2025-west-ham-newcastle,1821165,angleterre,premier-league,2024-2025,west-ham-newcastle
/matches/1821167/live/angleterre-premier-league-2024-2025-wolves-everton,1821167,angleterre,premier-league,2024-2025,wolves-everton
/matches/1821169/live/angleterre-premier-league-2024-2025-bournemouth-brentford,1821169,angleterre,premier-league,2024-2025,bournemouth-brentford
/matches/1821171/live/angleterre-premier-league-2024-2025-arsenal-chelsea,1821171,angleterre,premier-league,2024-2025,arsenal-chelsea
/matches/1821173/live/angleterre-premier-league-2024-2025-aston-villa-liverpool,1821173,angleterre,premier-league,2024-2025,aston-villa-liverpool
/matches/1821175/live/angleterre-premier-league-2024-2025-everton-west-ham,1821175,angleterre,premier-league,2024-2025,everton-west-ham
/matches/1821177/live/angleterre-premier-league-2024-2025-fulham-tottenham,1821177,angleterre,premier-league,2024-2025,fulham-tottenham
/matches/1821179/live/angleterre-premier-league-2024-2025-ipswich-nottingham-forest,1821179,angleterre,premier-league,2024-2025,ipswich-nottingham-forest
/matches/1821181/live/angleterre-premier-league-2024-2025-leicester-manchester-united,1821181,angleterre,premier-league,2024-2025,leicester-manchester-united
/matches/1821183/live/angleterre-premier-league-2024-2025-manchester-city-brighton,1821183,angleterre,premier-league,2024-2025,manchester-city-brighton
/matches/1821189/live/angleterre-premier-league-2024-2025-arsenal-liverpool,1821189,angleterre,premier-league,2024-2025,arsenal-liverpool
/matches/1821190/live/angleterre-premier-league-2024-2025-aston-villa-bournemouth,1821190,angleterre,premier-league,2024-2025,aston-villa-bournemouth
/matches/1821191/live/angleterre-premier-league-2024-2025-crystal-palace-manchester-city,1821191,angleterre,premier-league,2024-2025,crystal-palace-manchester-city
/matches/1821192/live/angleterre-premier-league-2024-2025-everton-liverpool,1821192,angleterre,premier-league,2024-2025,everton-liverpool
/matches/1821193/live/angleterre-premier-league-2024-2025-brentford-ipswich,1821193,angleterre,premier-league,2024-2025,brentford-ipswich
/matches/1821194/live/angleterre-premier-league-2024-2025-fulham-arsenal,1821194,angleterre,premier-league,2024-2025,fulham-arsenal
/matches/1821195/live/angleterre-premier-league-2024-2025-brighton-wolves,1821195,angleterre,premier-league,2024-2025,brighton-wolves
/matches/1821196/live/angleterre-premier-league-2024-2025-ipswich-bournemouth,1821196,angleterre,premier-league,2024-2025,ipswich-bournemouth
/matches/1821197/live/angleterre-premier-league-2024-2025-chelsea-newcastle,1821197,angleterre,premier-league,2024-2025,chelsea-newcastle
/matches/1821198/live/angleterre-premier-league-2024-2025-leicester-brighton,1821198,angleterre,premier-league,2024-2025,leicester-brighton
/matches/1821199/live/angleterre-premier-league-2024-2025-brentford-leicester,1821199,angleterre,premier-league,2024-2025,brentford-leicester
/matches/1821200/live/angleterre-premier-league-2024-2025-manchester-united-nottingham-forest,1821200,angleterre,premier-league,2024-2025,manchester-united-nottingham-forest
/matches/1821201/live/angleterre-premier-league-2024-2025-crystal-palace-tottenham,1821201,angleterre,premier-league,2024-2025,crystal-palace-tottenham
/matches/1821202/live/angleterre-premier-league-2024-2025-tottenham-chelsea,1821202,angleterre,premier-league,2024-2025,tottenham-chelsea
/matches/1821203/live/angleterre-premier-league-2024-2025-everton-fulham,1821203,angleterre,premier-league,2024-2025,everton-fulham
/matches/1821204/live/angleterre-premier-league-2024-2025-west-ham-wolves,1821204,angleterre,premier-league,2024-2025,west-ham-wolves
/matches/1821205/live/angleterre-premier-league-2024-2025-brighton-southampton,1821205,angleterre,premier-league,2024-2025,brighton-southampton
/matches/1821206/live/angleterre-premier-league-2024-2025-bournemouth-west-ham,1821206,angleterre,premier-league,2024-2025,bournemouth-west-ham
/matches/1821207/live/angleterre-premier-league-2024-2025-chelsea-aston-villa,1821207,angleterre,premier-league,2024-2025,chelsea-aston-villa
/matches/1821208/live/angleterre-premier-league-2024-2025-arsenal-everton,1821208,angleterre,premier-league,2024-2025,arsenal-everton
/matches/1821209/live/angleterre-premier-league-2024-2025-leicester-nottingham-forest,1821209,angleterre,premier-league,2024-2025,leicester-nottingham-forest
/matches/1821210/live/angleterre-premier-league-2024-2025-brighton-crystal-palace,1821210,angleterre,premier-league,2024-2025,brighton-crystal-palace
/matches/1821211/live/angleterre-premier-league-2024-2025-chelsea-brentford,1821211,angleterre,premier-league,2024-2025,chelsea-brentford
/matches/1821212/live/angleterre-premier-league-2024-2025-crystal-palace-newcastle,1821212,angleterre,premier-league,2024-2025,crystal-palace-newcastle
/matches/1821213/live/angleterre-premier-league-2024-2025-liverpool-fulham,1821213,angleterre,premier-league,2024-2025,liverpool-fulham
/matches/1821214/live/angleterre-premier-league-2024-2025-manchester-city-southampton,1821214,angleterre,premier-league,2024-2025,manchester-city-southampton
/matches/1821215/live/angleterre-premier-league-2024-2025-manchester-city-manchester-united,1821215,angleterre,premier-league,2024-2025,manchester-city-manchester-united
/matches/1821216/live/angleterre-premier-league-2024-2025-liverpool-manchester-city,1821216,angleterre,premier-league,2024-2025,liverpool-manchester-city
/matches/1821217/live/angleterre-premier-league-2024-2025-newcastle-leicester,1821217,angleterre,premier-league,2024-2025,newcastle-leicester
/matches/1821218/live/angleterre-premier-league-2024-2025-west-ham-manchester-united,1821218,angleterre,premier-league,2024-2025,west-ham-manchester-united
/matches/1821219/live/angleterre-premier-league-2024-2025-nottingham-forest-aston-villa,1821219,angleterre,premier-league,2024-2025,nottingham-forest-aston-villa
/matches/1821220/live/angleterre-premier-league-2024-2025-manchester-united-everton,1821220,angleterre,premier-league,2024-2025,manchester-united-everton
/matches/1821221/live/angleterre-premier-league-2024-2025-southampton-tottenham,1821221,angleterre,premier-league,2024-2025,southampton-tottenham
/matches/1821222/live/angleterre-premier-league-2024-2025-nottingham-forest-ipswich,1821222,angleterre,premier-league,2024-2025,nottingham-forest-ipswich
/matches/1821223/live/angleterre-premier-league-2024-2025-wolves-ipswich,1821223,angleterre,premier-league,2024-2025,wolves-ipswich
/matches/1821224/live/angleterre-premier-league-2024-2025-tottenham-fulham,1821224,angleterre,premier-league,2024-2025,tottenham-fulham
/matches/1821225/live/angleterre-premier-league-2024-2025-aston-villa-manchester-city,1821225,angleterre,premier-league,2024-2025,aston-villa-manchester-city
/matches/1821226/live/angleterre-premier-league-2024-2025-west-ham-arsenal,1821226,angleterre,premier-league,2024-2025,west-ham-arsenal
/matches/1821227/live/angleterre-premier-league-2024-2025-brentford-nottingham-forest,1821227,angleterre,premier-league,2024-2025,brentford-nottingham-forest
/matches/1821228/live/angleterre-premier-league-2024-2025-wolves-bournemouth,1821228,angleterre,premier-league,2024-2025,wolves-bournemouth
/matches/1821229/live/angleterre-premier-league-2024-2025-crystal-palace-arsenal,1821229,angleterre,premier-league,2024-2025,crystal-palace-arsenal
/matches/1821230/live/angleterre-premier-league-2024-2025-bournemouth-tottenham,1821230,angleterre,premier-league,2024-2025,bournemouth-tottenham
/matches/1821231/live/angleterre-premier-league-2024-2025-everton-chelsea,1821231,angleterre,premier-league,2024-2025,everton-chelsea
/matches/1821232/live/angleterre-premier-league-2024-2025-arsenal-manchester-united,1821232,angleterre,premier-league,2024-2025,arsenal-manchester-united
/matches/1821233/live/angleterre-premier-league-2024-2025-fulham-southampton,1821233,angleterre,premier-league,2024-2025,fulham-southampton
/matches/1821234/live/angleterre-premier-league-2024-2025-aston-villa-brentford,1821234,angleterre,premier-league,2024-2025,aston-villa-brentford
/matches/1821235/live/angleterre-premier-league-2024-2025-everton-wolves,1821235,angleterre,premier-league,2024-2025,everton-wolves
/matches/1821236/live/angleterre-premier-league-2024-2025-ipswich-newcastle,1821236,angleterre,premier-league,2024-2025,ipswich-newcastle
/matches/1821237/live/angleterre-premier-league-2024-2025-fulham-brighton,1821237,angleterre,premier-league,2024-2025,fulham-brighton
/matches/1821238/live/angleterre-premier-league-2024-2025-leicester-wolves,1821238,angleterre,premier-league,2024-2025,leicester-wolves
/matches/1821239/live/angleterre-premier-league-2024-2025-ipswich-crystal-palace,1821239,angleterre,premier-league,2024-2025,ipswich-crystal-palace
/matches/1821240/live/angleterre-premier-league-2024-2025-manchester-united-bournemouth,1821240,angleterre,premier-league,2024-2025,manchester-united-bournemouth
/matches/1821241/live/angleterre-premier-league-2024-2025-leicester-west-ham,1821241,angleterre,premier-league,2024-2025,leicester-west-ham
/matches/1821242/live/angleterre-premier-league-2024-2025-tottenham-liverpool,1821242,angleterre,premier-league,2024-2025,tottenham-liverpool
/matches/1821243/live/angleterre-premier-league-2024-2025-manchester-city-nottingham-forest,1821243,angleterre,premier-league,2024-2025,manchester-city-nottingham-forest
/matches/1821244/live/angleterre-premier-league-2024-2025-west-ham-brighton,1821244,angleterre,premier-league,2024-2025,west-ham-brighton
/matches/1821245/live/angleterre-premier-league-2024-2025-newcastle-liverpool,1821245,angleterre,premier-league,2024-2025,newcastle-liverpool
/matches/1821246/live/angleterre-premier-league-2024-2025-southampton-chelsea,1821246,angleterre,premier-league,2024-2025,southampton-chelsea
/matches/1821247/live/angleterre-premier-league-2024-2025-aston-villa-southampton,1821247,angleterre,premier-league,2024-2025,aston-villa-southampton
/matches/1821248/live/angleterre-premier-league-2024-2025-brentford-newcastle,1821248,angleterre,premier-league,2024-2025,brentford-newcastle
/matches/1821249/live/angleterre-premier-league-2024-2025-bournemouth-manchester-city,1821249,angleterre,premier-league,2024-2025,bournemouth-manchester-city
/matches/1821250/live/angleterre-premier-league-2024-2025-fulham-brentford,1821250,angleterre,premier-league,2024-2025,fulham-brentford
/matches/1821251/live/angleterre-premier-league-2024-2025-newcastle-arsenal,1821251,angleterre,premier-league,2024-2025,newcastle-arsenal
/matches/1821252/live/angleterre-premier-league-2024-2025-ipswich-leicester,1821252,angleterre,premier-league,2024-2025,ipswich-leicester
/matches/1821253/live/angleterre-premier-league-2024-2025-liverpool-brighton,1821253,angleterre,premier-league,2024-2025,liverpool-brighton
/matches/1821254/live/angleterre-premier-league-2024-2025-manchester-united-chelsea,1821254,angleterre,premier-league,2024-2025,manchester-united-chelsea
/matches/1821255/live/angleterre-premier-league-2024-2025-nottingham-forest-west-ham,1821255,angleterre,premier-league,2024-2025,nottingham-forest-west-ham
/matches/1821256/live/angleterre-premier-league-2024-2025-southampton-everton,1821256,angleterre,premier-league,2024-2025,southampton-everton
/matches/1821257/live/angleterre-premier-league-2024-2025-tottenham-aston-villa,1821257,angleterre,premier-league,2024-2025,tottenham-aston-villa
/matches/1821258/live/angleterre-premier-league-2024-2025-wolves-crystal-palace,1821258,angleterre,premier-league,2024-2025,wolves-crystal-palace
/matches/1821259/live/angleterre-premier-league-2024-2025-brentford-bournemouth,1821259,angleterre,premier-league,2024-2025,brentford-bournemouth
/matches/1821260/live/angleterre-premier-league-2024-2025-brighton-manchester-city,1821260,angleterre,premier-league,2024-2025,brighton-manchester-city
/matches/1821261/live/angleterre-premier-league-2024-2025-nottingham-forest-newcastle,1821261,angleterre,premier-league,2024-2025,nottingham-forest-newcastle
/matches/1821262/live/angleterre-premier-league-2024-2025-chelsea-arsenal,1821262,angleterre,premier-league,2024-2025,chelsea-arsenal
/matches/1821263/live/angleterre-premier-league-2024-2025-bournemouth-crystal-palace,1821263,angleterre,premier-league,2024-2025,bournemouth-crystal-palace
/matches/1821264/live/angleterre-premier-league-2024-2025-crystal-palace-fulham,1821264,angleterre,premier-league,2024-2025,crystal-palace-fulham
/matches/1821265/live/angleterre-premier-league-2024-2025-arsenal-ipswich,1821265,angleterre,premier-league,2024-2025,arsenal-ipswich
/matches/1821266/live/angleterre-premier-league-2024-2025-liverpool-aston-villa,1821266,angleterre,premier-league,2024-2025,liverpool-aston-villa
/matches/1821267/live/angleterre-premier-league-2024-2025-brighton-brentford,1821267,angleterre,premier-league,2024-2025,brighton-brentford
/matches/1821268/live/angleterre-premier-league-2024-2025-manchester-united-leicester,1821268,angleterre,premier-league,2024-2025,manchester-united-leicester
/matches/1821269/live/angleterre-premier-league-2024-2025-chelsea-fulham,1821269,angleterre,premier-league,2024-2025,chelsea-fulham
/matches/1821270/live/angleterre-premier-league-2024-2025-liverpool-leicester,1821270,angleterre,premier-league,2024-2025,liverpool-leicester
/matches/1821271/live/angleterre-premier-league-2024-2025-tottenham-ipswich,1821271,angleterre,premier-league,2024-2025,tottenham-ipswich
/matches/1821272/live/angleterre-premier-league-2024-2025-manchester-city-everton,1821272,angleterre,premier-league,2024-2025,manchester-city-everton
/matches/1821273/live/angleterre-premier-league-2024-2025-west-ham-everton,1821273,angleterre,premier-league,2024-2025,west-ham-everton
/matches/1821274/live/angleterre-premier-league-2024-2025-newcastle-aston-villa,1821274,angleterre,premier-league,2024-2025,newcastle-aston-villa
/matches/1821275/live/angleterre-premier-league-2024-2025-wolves-southampton,1821275,angleterre,premier-league,2024-2025,wolves-southampton
/matches/1821276/live/angleterre-premier-league-2024-2025-nottingham-forest-tottenham,1821276,angleterre,premier-league,2024-2025,nottingham-forest-tottenham
/matches/1821277/live/angleterre-premier-league-2024-2025-southampton-west-ham,1821277,angleterre,premier-league,2024-2025,southampton-west-ham
