,annee,pays,league,lien
0,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911395/live/france-ligue-1-2025-2026-nice-marseille
1,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911390/live/france-ligue-1-2025-2026-lens-strasbourg
2,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911400/live/france-ligue-1-2025-2026-rennes-monaco
3,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911398/live/france-ligue-1-2025-2026-paris-saint-germain-le-havre
4,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911385/live/france-ligue-1-2025-2026-auxerre-lyon
5,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911387/live/france-ligue-1-2025-2026-brest-metz
6,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911393/live/france-ligue-1-2025-2026-nantes-lorient
7,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911401/live/france-ligue-1-2025-2026-toulouse-angers
8,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911392/preview/france-ligue-1-2025-2026-lille-paris-fc
9,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911381/live/france-ligue-1-2025-2026-paris-fc-rennes
10,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911373/live/france-ligue-1-2025-2026-marseille-brest
11,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911367/live/france-ligue-1-2025-2026-le-havre-nantes
12,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911379/live/france-ligue-1-2025-2026-monaco-lens
13,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911369/live/france-ligue-1-2025-2026-lorient-toulouse
14,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911375/live/france-ligue-1-2025-2026-metz-nice
15,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911365/live/france-ligue-1-2025-2026-angers-auxerre
16,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911383/live/france-ligue-1-2025-2026-strasbourg-lille
17,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911371/live/france-ligue-1-2025-2026-lyon-paris-saint-germain
18,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911322/live/france-ligue-1-2025-2026-le-havre-brest
19,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911325/live/france-ligue-1-2025-2026-lorient-paris-saint-germain
20,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911331/live/france-ligue-1-2025-2026-metz-lens
21,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911337/live/france-ligue-1-2025-2026-nice-lille
22,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911340/live/france-ligue-1-2025-2026-paris-fc-lyon
23,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911342/live/france-ligue-1-2025-2026-strasbourg-auxerre
24,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911345/live/france-ligue-1-2025-2026-toulouse-rennes
25,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911334/live/france-ligue-1-2025-2026-nantes-monaco
26,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911327/live/france-ligue-1-2025-2026-marseille-angers
27,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911359/live/france-ligue-1-2025-2026-paris-saint-germain-nice
28,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911355/live/france-ligue-1-2025-2026-monaco-paris-fc
29,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911347/live/france-ligue-1-2025-2026-auxerre-marseille
30,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911361/live/france-ligue-1-2025-2026-rennes-strasbourg
31,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911363/live/france-ligue-1-2025-2026-toulouse-le-havre
32,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911357/live/france-ligue-1-2025-2026-nantes-metz
33,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911351/live/france-ligue-1-2025-2026-lens-lorient
34,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911353/live/france-ligue-1-2025-2026-lille-angers
35,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911349/live/france-ligue-1-2025-2026-brest-lyon
36,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911316/live/france-ligue-1-2025-2026-paris-fc-nantes
37,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911304/live/france-ligue-1-2025-2026-brest-paris-saint-germain
38,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911313/live/france-ligue-1-2025-2026-monaco-toulouse
39,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911306/live/france-ligue-1-2025-2026-lens-marseille
40,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911308/live/france-ligue-1-2025-2026-lille-metz
41,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911319/live/france-ligue-1-2025-2026-rennes-nice
42,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911300/live/france-ligue-1-2025-2026-angers-lorient
43,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911302/live/france-ligue-1-2025-2026-auxerre-le-havre
44,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911311/live/france-ligue-1-2025-2026-lyon-strasbourg
45,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911341/live/france-ligue-1-2025-2026-paris-saint-germain-strasbourg
46,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911338/live/france-ligue-1-2025-2026-nice-lyon
47,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911323/live/france-ligue-1-2025-2026-angers-monaco
48,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911332/live/france-ligue-1-2025-2026-marseille-le-havre
49,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911326/live/france-ligue-1-2025-2026-lens-paris-fc
50,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911329/live/france-ligue-1-2025-2026-lorient-brest
51,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911298/live/france-ligue-1-2025-2026-toulouse-metz
52,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911344/live/france-ligue-1-2025-2026-rennes-auxerre
53,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911335/live/france-ligue-1-2025-2026-nantes-lille
54,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911317/live/france-ligue-1-2025-2026-paris-fc-lorient
55,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911312/live/france-ligue-1-2025-2026-metz-marseille
56,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911303/live/france-ligue-1-2025-2026-brest-nantes
57,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911301/live/france-ligue-1-2025-2026-auxerre-lens
58,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911309/live/france-ligue-1-2025-2026-lyon-toulouse
59,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911305/live/france-ligue-1-2025-2026-le-havre-rennes
60,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911314/live/france-ligue-1-2025-2026-monaco-nice
61,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911320/live/france-ligue-1-2025-2026-strasbourg-angers
62,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911307/live/france-ligue-1-2025-2026-lille-paris-saint-germain
63,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911297/live/france-ligue-1-2025-2026-strasbourg-marseille
64,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911376/live/france-ligue-1-2025-2026-lorient-monaco
65,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911299/live/france-ligue-1-2025-2026-toulouse-nantes
66,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911291/live/france-ligue-1-2025-2026-paris-saint-germain-auxerre
67,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911288/live/france-ligue-1-2025-2026-nice-paris-fc
68,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911378/live/france-ligue-1-2025-2026-metz-le-havre
69,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911372/live/france-ligue-1-2025-2026-angers-brest
70,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911374/live/france-ligue-1-2025-2026-lille-lyon
71,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911294/live/france-ligue-1-2025-2026-rennes-lens
72,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911362/live/france-ligue-1-2025-2026-lyon-angers
73,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911368/live/france-ligue-1-2025-2026-nantes-rennes
74,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911356/live/france-ligue-1-2025-2026-brest-nice
75,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911360/live/france-ligue-1-2025-2026-lens-lille
76,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911370/live/france-ligue-1-2025-2026-paris-fc-strasbourg
77,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911354/live/france-ligue-1-2025-2026-auxerre-toulouse
78,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911358/live/france-ligue-1-2025-2026-le-havre-lorient
79,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911366/live/france-ligue-1-2025-2026-monaco-metz
80,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911364/live/france-ligue-1-2025-2026-marseille-paris-saint-germain
81,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911339/live/france-ligue-1-2025-2026-marseille-lorient
82,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911346/live/france-ligue-1-2025-2026-nice-nantes
83,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911330/live/france-ligue-1-2025-2026-auxerre-monaco
84,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911336/live/france-ligue-1-2025-2026-lille-toulouse
85,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911352/live/france-ligue-1-2025-2026-strasbourg-le-havre
86,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911348/live/france-ligue-1-2025-2026-paris-saint-germain-lens
87,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911333/live/france-ligue-1-2025-2026-brest-paris-fc
88,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911343/live/france-ligue-1-2025-2026-metz-angers
89,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911350/live/france-ligue-1-2025-2026-rennes-lyon
90,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911295/live/france-ligue-1-2025-2026-lens-brest
91,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911310/live/france-ligue-1-2025-2026-lorient-lille
92,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911321/live/france-ligue-1-2025-2026-nantes-auxerre
93,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911328/live/france-ligue-1-2025-2026-toulouse-paris-saint-germain
94,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911289/live/france-ligue-1-2025-2026-angers-rennes
95,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911292/live/france-ligue-1-2025-2026-le-havre-nice
96,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911318/live/france-ligue-1-2025-2026-monaco-strasbourg
97,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911324/live/france-ligue-1-2025-2026-paris-fc-metz
98,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911315/live/france-ligue-1-2025-2026-lyon-marseille
99,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911280/live/france-ligue-1-2025-2026-paris-saint-germain-angers
100,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911274/live/france-ligue-1-2025-2026-marseille-paris-fc
101,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911277/live/france-ligue-1-2025-2026-nice-auxerre
102,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911285/live/france-ligue-1-2025-2026-lyon-metz
103,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911282/live/france-ligue-1-2025-2026-lorient-rennes
104,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911283/live/france-ligue-1-2025-2026-strasbourg-nantes
105,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911286/live/france-ligue-1-2025-2026-toulouse-brest
106,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911276/live/france-ligue-1-2025-2026-le-havre-lens
107,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911279/live/france-ligue-1-2025-2026-lille-monaco
108,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911273/live/france-ligue-1-2025-2026-rennes-marseille
109,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911284/live/france-ligue-1-2025-2026-lens-lyon
110,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911290/live/france-ligue-1-2025-2026-monaco-le-havre
111,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911296/live/france-ligue-1-2025-2026-nice-toulouse
112,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911281/live/france-ligue-1-2025-2026-brest-lille
113,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911287/live/france-ligue-1-2025-2026-metz-strasbourg
114,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911275/live/france-ligue-1-2025-2026-angers-paris-fc
115,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911278/live/france-ligue-1-2025-2026-auxerre-lorient
116,2025/2026,france,ligue 1,https://fr.whoscored.com/matches/1911293/live/france-ligue-1-2025-2026-nantes-paris-saint-germain
117,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824006/live/france-ligue-1-2024-2025-strasbourg-le-havre
118,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824007/live/france-ligue-1-2024-2025-marseille-rennes
119,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824008/live/france-ligue-1-2024-2025-nantes-montpellier
120,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824009/live/france-ligue-1-2024-2025-lyon-angers
121,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824010/live/france-ligue-1-2024-2025-lens-monaco
122,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824011/live/france-ligue-1-2024-2025-nice-brest
123,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824012/live/france-ligue-1-2024-2025-paris-saint-germain-auxerre
124,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824013/live/france-ligue-1-2024-2025-saint-etienne-toulouse
125,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824014/live/france-ligue-1-2024-2025-lille-reims
126,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824945/live/france-ligue-1-2024-2025-reims-saint-etienne
127,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824947/live/france-ligue-1-2024-2025-auxerre-nantes
128,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824949/live/france-ligue-1-2024-2025-angers-strasbourg
129,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824951/live/france-ligue-1-2024-2025-le-havre-marseille
130,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824953/live/france-ligue-1-2024-2025-rennes-nice
131,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824954/live/france-ligue-1-2024-2025-montpellier-paris-saint-germain
132,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824956/live/france-ligue-1-2024-2025-toulouse-lens
133,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824958/live/france-ligue-1-2024-2025-brest-lille
134,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824960/live/france-ligue-1-2024-2025-monaco-lyon
135,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825026/live/france-ligue-1-2024-2025-nice-reims
136,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824941/live/france-ligue-1-2024-2025-strasbourg-paris-saint-germain
137,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824940/live/france-ligue-1-2024-2025-toulouse-rennes
138,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825028/live/france-ligue-1-2024-2025-saint-etienne-monaco
139,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825029/live/france-ligue-1-2024-2025-nantes-angers
140,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825027/live/france-ligue-1-2024-2025-brest-montpellier
141,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824943/live/france-ligue-1-2024-2025-auxerre-le-havre
142,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825024/live/france-ligue-1-2024-2025-lyon-lens
143,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825025/live/france-ligue-1-2024-2025-lille-marseille
144,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824934/live/france-ligue-1-2024-2025-nantes-paris-saint-germain
145,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825021/live/france-ligue-1-2024-2025-paris-saint-germain-nice
146,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825016/live/france-ligue-1-2024-2025-strasbourg-saint-etienne
147,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825015/live/france-ligue-1-2024-2025-le-havre-monaco
148,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825023/live/france-ligue-1-2024-2025-lyon-rennes
149,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825020/live/france-ligue-1-2024-2025-angers-lille
150,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825017/live/france-ligue-1-2024-2025-nantes-toulouse
151,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825018/live/france-ligue-1-2024-2025-montpellier-reims
152,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825019/live/france-ligue-1-2024-2025-lens-auxerre
153,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825022/live/france-ligue-1-2024-2025-marseille-brest
154,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825014/live/france-ligue-1-2024-2025-rennes-nantes
155,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825010/live/france-ligue-1-2024-2025-paris-saint-germain-le-havre
156,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825013/live/france-ligue-1-2024-2025-monaco-strasbourg
157,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825011/live/france-ligue-1-2024-2025-marseille-montpellier
158,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825009/live/france-ligue-1-2024-2025-lille-auxerre
159,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825007/live/france-ligue-1-2024-2025-nice-angers
160,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825008/live/france-ligue-1-2024-2025-brest-lens
161,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825012/live/france-ligue-1-2024-2025-reims-toulouse
162,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1825006/live/france-ligue-1-2024-2025-saint-etienne-lyon
163,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824938/live/france-ligue-1-2024-2025-lens-reims
164,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824939/live/france-ligue-1-2024-2025-monaco-marseille
165,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824931/live/france-ligue-1-2024-2025-toulouse-lille
166,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824935/live/france-ligue-1-2024-2025-strasbourg-nice
167,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824936/live/france-ligue-1-2024-2025-saint-etienne-brest
168,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824937/live/france-ligue-1-2024-2025-angers-montpellier
169,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824932/live/france-ligue-1-2024-2025-le-havre-rennes
170,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824933/live/france-ligue-1-2024-2025-auxerre-lyon
171,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824923/live/france-ligue-1-2024-2025-nice-nantes
172,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824928/live/france-ligue-1-2024-2025-paris-saint-germain-angers
173,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824924/live/france-ligue-1-2024-2025-brest-monaco
174,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824926/live/france-ligue-1-2024-2025-lyon-lille
175,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824927/live/france-ligue-1-2024-2025-lens-saint-etienne
176,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824925/live/france-ligue-1-2024-2025-montpellier-le-havre
177,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824929/live/france-ligue-1-2024-2025-reims-strasbourg
178,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824930/live/france-ligue-1-2024-2025-rennes-auxerre
179,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824922/live/france-ligue-1-2024-2025-marseille-toulouse
180,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824916/live/france-ligue-1-2024-2025-strasbourg-lyon
181,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824919/live/france-ligue-1-2024-2025-reims-marseille
182,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824918/live/france-ligue-1-2024-2025-saint-etienne-paris-saint-germain
183,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824921/live/france-ligue-1-2024-2025-monaco-nice
184,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824917/live/france-ligue-1-2024-2025-toulouse-brest
185,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824913/live/france-ligue-1-2024-2025-angers-rennes
186,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824914/live/france-ligue-1-2024-2025-auxerre-montpellier
187,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824915/live/france-ligue-1-2024-2025-le-havre-nantes
188,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824920/live/france-ligue-1-2024-2025-lille-lens
189,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824905/live/france-ligue-1-2024-2025-nice-auxerre
190,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824911/live/france-ligue-1-2024-2025-nantes-lille
191,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824912/live/france-ligue-1-2024-2025-angers-monaco
192,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824909/live/france-ligue-1-2024-2025-lens-rennes
193,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824908/live/france-ligue-1-2024-2025-lyon-le-havre
194,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824906/live/france-ligue-1-2024-2025-montpellier-saint-etienne
195,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824907/live/france-ligue-1-2024-2025-brest-reims
196,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824910/live/france-ligue-1-2024-2025-strasbourg-toulouse
197,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824904/live/france-ligue-1-2024-2025-paris-saint-germain-marseille
198,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824853/live/france-ligue-1-2024-2025-toulouse-monaco
199,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824857/live/france-ligue-1-2024-2025-rennes-paris-saint-germain
200,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824856/live/france-ligue-1-2024-2025-lille-montpellier
201,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824858/live/france-ligue-1-2024-2025-marseille-lens
202,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824855/live/france-ligue-1-2024-2025-brest-angers
203,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824850/live/france-ligue-1-2024-2025-le-havre-saint-etienne
204,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824851/live/france-ligue-1-2024-2025-reims-auxerre
205,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824852/live/france-ligue-1-2024-2025-nantes-strasbourg
206,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824854/live/france-ligue-1-2024-2025-nice-lyon
207,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824848/live/france-ligue-1-2024-2025-monaco-reims
208,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824845/live/france-ligue-1-2024-2025-saint-etienne-nice
209,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824846/live/france-ligue-1-2024-2025-lens-le-havre
210,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824841/live/france-ligue-1-2024-2025-paris-saint-germain-lille
211,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824843/live/france-ligue-1-2024-2025-lyon-brest
212,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824844/live/france-ligue-1-2024-2025-montpellier-rennes
213,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824847/live/france-ligue-1-2024-2025-auxerre-strasbourg
214,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824849/live/france-ligue-1-2024-2025-angers-toulouse
215,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824842/live/france-ligue-1-2024-2025-marseille-nantes
216,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824832/live/france-ligue-1-2024-2025-rennes-reims
217,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824834/live/france-ligue-1-2024-2025-lille-monaco
218,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824837/live/france-ligue-1-2024-2025-saint-etienne-angers
219,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824838/live/france-ligue-1-2024-2025-auxerre-marseille
220,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824836/live/france-ligue-1-2024-2025-nantes-lens
221,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824839/live/france-ligue-1-2024-2025-nice-montpellier
222,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824835/live/france-ligue-1-2024-2025-strasbourg-brest
223,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824833/live/france-ligue-1-2024-2025-le-havre-toulouse
224,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824840/live/france-ligue-1-2024-2025-lyon-paris-saint-germain
225,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824827/live/france-ligue-1-2024-2025-brest-auxerre
226,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824824/live/france-ligue-1-2024-2025-marseille-saint-etienne
227,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824831/live/france-ligue-1-2024-2025-monaco-nantes
228,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824823/live/france-ligue-1-2024-2025-toulouse-paris-saint-germain
229,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824825/live/france-ligue-1-2024-2025-montpellier-lyon
230,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824826/live/france-ligue-1-2024-2025-lens-strasbourg
231,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824829/live/france-ligue-1-2024-2025-reims-angers
232,2024/2025,france,ligue 1,https://fr.whoscored.com/matches/1824830/live/france-ligue-1-2024-2025-le-havre-nice
