link,num_lien,league,annee,equipes
/matches/1820150/live/bulgarie-a-pfg-2024-2025-botev-vratsa-beroe,1820150.0,bulgarie-a-pfg,2024-2025,botev-vratsa-beroe
/matches/1820151/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-krumovgrad,1820151.0,bulgarie-a-pfg,2024-2025,arda-kardzhali-krumovgrad
/matches/1820152/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-levski-sofia,1820152.0,bulgarie-a-pfg,2024-2025,lokomotiv-plovdiv-levski-sofia
/matches/1820153/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-lokomotiv-plovdiv,1820153.0,bulgarie-a-pfg,2024-2025,botev-plovdiv-lokomotiv-plovdiv
/matches/1820154/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-arda-kardzhali,1820154.0,bulgarie-a-pfg,2024-2025,ludogorets-razgrad-arda-kardzhali
/matches/1820155/live/bulgarie-a-pfg-2024-2025-levski-sofia-botev-vratsa,1820155.0,bulgarie-a-pfg,2024-2025,levski-sofia-botev-vratsa
/matches/1820156/live/bulgarie-a-pfg-2024-2025-hebar-slavia-sofia,1820156.0,bulgarie-a-pfg,2024-2025,hebar-slavia-sofia
/matches/1820157/live/bulgarie-a-pfg-2024-2025-beroe-pfc-lokomotiv-sofia-1929,1820157.0,bulgarie-a-pfg,2024-2025,beroe-pfc-lokomotiv-sofia-1929
/matches/1820158/live/bulgarie-a-pfg-2024-2025-spartak-varna-cska-sofia,1820158.0,bulgarie-a-pfg,2024-2025,spartak-varna-cska-sofia
/matches/1820159/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-septemvri-sofia,1820159.0,bulgarie-a-pfg,2024-2025,cherno-more-varna-septemvri-sofia
/matches/1820160/live/bulgarie-a-pfg-2024-2025-cska-1948-cska-sofia,1820160.0,bulgarie-a-pfg,2024-2025,cska-1948-cska-sofia
/matches/1820161/live/bulgarie-a-pfg-2024-2025-slavia-sofia-spartak-varna,1820161.0,bulgarie-a-pfg,2024-2025,slavia-sofia-spartak-varna
/matches/1820162/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-hebar,1820162.0,bulgarie-a-pfg,2024-2025,arda-kardzhali-hebar
/matches/1820163/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-ludogorets-razgrad,1820163.0,bulgarie-a-pfg,2024-2025,botev-plovdiv-ludogorets-razgrad
/matches/1820164/live/bulgarie-a-pfg-2024-2025-levski-sofia-krumovgrad,1820164.0,bulgarie-a-pfg,2024-2025,levski-sofia-krumovgrad
/matches/1820165/live/bulgarie-a-pfg-2024-2025-beroe-lokomotiv-plovdiv,1820165.0,bulgarie-a-pfg,2024-2025,beroe-lokomotiv-plovdiv
/matches/1820166/live/bulgarie-a-pfg-2024-2025-krumovgrad-botev-plovdiv,1820166.0,bulgarie-a-pfg,2024-2025,krumovgrad-botev-plovdiv
/matches/1820167/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-botev-vratsa,1820167.0,bulgarie-a-pfg,2024-2025,cherno-more-varna-botev-vratsa
/matches/1820168/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-pfc-lokomotiv-sofia-1929,1820168.0,bulgarie-a-pfg,2024-2025,septemvri-sofia-pfc-lokomotiv-sofia-1929
/matches/1820169/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-cska-1948,1820169.0,bulgarie-a-pfg,2024-2025,pfc-lokomotiv-sofia-1929-cska-1948
/matches/1820170/live/bulgarie-a-pfg-2024-2025-botev-vratsa-septemvri-sofia,1820170.0,bulgarie-a-pfg,2024-2025,botev-vratsa-septemvri-sofia
/matches/1820171/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-cherno-more-varna,1820171.0,bulgarie-a-pfg,2024-2025,lokomotiv-plovdiv-cherno-more-varna
/matches/1820172/live/bulgarie-a-pfg-2024-2025-krumovgrad-beroe,1820172.0,bulgarie-a-pfg,2024-2025,krumovgrad-beroe
/matches/1820173/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-levski-sofia,1820173.0,bulgarie-a-pfg,2024-2025,ludogorets-razgrad-levski-sofia
/matches/1820174/live/bulgarie-a-pfg-2024-2025-hebar-botev-plovdiv,1820174.0,bulgarie-a-pfg,2024-2025,hebar-botev-plovdiv
/matches/1820175/live/bulgarie-a-pfg-2024-2025-spartak-varna-arda-kardzhali,1820175.0,bulgarie-a-pfg,2024-2025,spartak-varna-arda-kardzhali
/matches/1820176/live/bulgarie-a-pfg-2024-2025-cska-sofia-slavia-sofia,1820176.0,bulgarie-a-pfg,2024-2025,cska-sofia-slavia-sofia
/matches/1820177/live/bulgarie-a-pfg-2024-2025-cska-1948-slavia-sofia,1820177.0,bulgarie-a-pfg,2024-2025,cska-1948-slavia-sofia
/matches/1820178/live/bulgarie-a-pfg-2024-2025-arda-kardzhali-cska-sofia,1820178.0,bulgarie-a-pfg,2024-2025,arda-kardzhali-cska-sofia
/matches/1820179/live/bulgarie-a-pfg-2024-2025-botev-plovdiv-spartak-varna,1820179.0,bulgarie-a-pfg,2024-2025,botev-plovdiv-spartak-varna
/matches/1820180/live/bulgarie-a-pfg-2024-2025-beroe-ludogorets-razgrad,1820180.0,bulgarie-a-pfg,2024-2025,beroe-ludogorets-razgrad
/matches/1820181/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-krumovgrad,1820181.0,bulgarie-a-pfg,2024-2025,cherno-more-varna-krumovgrad
/matches/1820182/live/bulgarie-a-pfg-2024-2025-levski-sofia-hebar,1820182.0,bulgarie-a-pfg,2024-2025,levski-sofia-hebar
/matches/1820183/live/bulgarie-a-pfg-2024-2025-septemvri-sofia-lokomotiv-plovdiv,1820183.0,bulgarie-a-pfg,2024-2025,septemvri-sofia-lokomotiv-plovdiv
/matches/1820184/live/bulgarie-a-pfg-2024-2025-pfc-lokomotiv-sofia-1929-botev-vratsa,1820184.0,bulgarie-a-pfg,2024-2025,pfc-lokomotiv-sofia-1929-botev-vratsa
/matches/1820185/live/bulgarie-a-pfg-2024-2025-cska-sofia-botev-plovdiv,1820185.0,bulgarie-a-pfg,2024-2025,cska-sofia-botev-plovdiv
/matches/1820186/live/bulgarie-a-pfg-2024-2025-cherno-more-varna-hebar,1820186.0,bulgarie-a-pfg,2024-2025,cherno-more-varna-hebar
/matches/1820187/live/bulgarie-a-pfg-2024-2025-spartak-varna-cherno-more-varna,1820187.0,bulgarie-a-pfg,2024-2025,spartak-varna-cherno-more-varna
/matches/1820188/live/bulgarie-a-pfg-2024-2025-botev-vratsa-cska-1948,1820188.0,bulgarie-a-pfg,2024-2025,botev-vratsa-cska-1948
/matches/1820189/live/bulgarie-a-pfg-2024-2025-lokomotiv-plovdiv-pfc-lokomotiv-sofia-1929,1820189.0,bulgarie-a-pfg,2024-2025,lokomotiv-plovdiv-pfc-lokomotiv-sofia-1929
/matches/1820190/live/bulgarie-a-pfg-2024-2025-krumovgrad-septemvri-sofia,1820190.0,bulgarie-a-pfg,2024-2025,krumovgrad-septemvri-sofia
/matches/1820191/live/bulgarie-a-pfg-2024-2025-ludogorets-razgrad-cherno-more-varna,1820191.0,bulgarie-a-pfg,2024-2025,ludogorets-razgrad-cherno-more-varna
/matches/1820192/live/bulgarie-a-pfg-2024-2025-hebar-beroe,1820192.0,bulgarie-a-pfg,2024-2025,hebar-beroe
/matches/1820193/live/bulgarie-a-pfg-2024-2025-spartak-varna-levski-sofia,1820193.0,bulgarie-a-pfg,2024-2025,spartak-varna-levski-sofia
/matches/1820194/live/bulgarie-a-pfg-2024-2025-slavia-sofia-arda-kardzhali,1820194.0,bulgarie-a-pfg,2024-2025,slavia-sofia-arda-kardzhali
/matches/1820195/live/bulgarie-a-pfg-2024-2025-cska-1948-arda-kardzhali,1820195.0,bulgarie-a-pfg,2024-2025,cska-1948-arda-kardzhali
