league,journey,season,date,hours,referee,stadium,team1,team2,minutes,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,link
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,41,Ruben Aguilar, Lens,0.07,0.05,Sauvée,12,Tête,,Andy Diouf,Tir,,,https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,45+5,Irvin Cardona (pen), Saint-Étienne,0.79,0.59,Sauvée,13,Pied droit,,Zuriko Davitashvili,Faute subie,Irvin Cardona,Passe (sur action de jeu),https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,45+5,Lucas Stassin, Saint-Étienne,0.04,0.11,Sauvée,6,Pied droit,,Irvin Cardona,Tir,,,https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,47,Florian Sotoca, Lens,0.03,0.00,Non cadrée,27,Pied droit,Reprise de volée,Adrien Thomasson,Passe (sur action de jeu),Ruben Aguilar,Passe (sur action de jeu),https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,50,Facundo Medina, Lens,0.28,0.00,Bloquée,5,Pied gauche,,Neil El Aynaoui,Passe (sur ballon arrêté),Adrien Thomasson,Faute subie,https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,50,Ruben Aguilar, Lens,0.06,0.00,Bloquée,13,Pied gauche,Reprise de volée,Facundo Medina,Tir,,,https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,57,Andy Diouf, Lens,0.04,0.00,Non cadrée,10,Pied gauche,,Wesley Saïd,Passe (sur action de jeu),Juma Bah,Passe (sur action de jeu),https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,65,Andy Diouf, Lens,0.03,0.00,Bloquée,25,Pied gauche,,,,,,https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,67,Deiver Machado, Lens,0.06,0.00,Non cadrée,26,Pied gauche,Coup franc,Neil El Aynaoui,Faute subie,Andy Diouf,Interception,https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,70,Deiver Machado, Lens,0.15,0.00,Non cadrée,12,Pied droit,,Facundo Medina,Passe (sur action de jeu),Adrien Thomasson,Passe (sur action de jeu),https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,70,Ruben Aguilar, Lens,0.23,0.00,Non cadrée,4,Pied droit,,Deiver Machado,Tir,,,https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,73,Juma Bah, Lens,0.04,0.02,Sauvée,11,Tête,,Neil El Aynaoui,Passe (sur ballon arrêté),Andy Diouf,Passe (sur action de jeu),https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,75,Goduine Koyalipou, Lens,0.35,0.26,But,7,Pied gauche,,Deiver Machado,Passe (sur action de jeu),Andy Diouf,Passe (sur action de jeu),https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,80,Ibrahima Wadji, Saint-Étienne,0.09,0.00,Non cadrée,7,Pied droit,,Ibrahima Wadji,Dribble,Pierre Ekwah Elimby,Passe (sur action de jeu),https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,85,Maxime Bernauer, Saint-Étienne,0.02,0.00,Non cadrée,35,Pied droit,,Mickael Nade,Passe (sur action de jeu),Léo Pétrot,Passe (sur action de jeu),https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,90+4,Goduine Koyalipou, Lens,0.02,0.00,Bloquée,15,Tête,,Neil El Aynaoui,Passe (sur ballon arrêté),Goduine Koyalipou,Passe (sur action de jeu),https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,90+4,Hamzat Ojediran, Lens,0.06,0.00,Bloquée,18,Pied droit,,Goduine Koyalipou,Tir,,,https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,1,Andy Delort, Montpellier,0.15,0.07,Sauvée,8,Pied droit,Reprise de volée,Téji Savanier,Passe (sur action de jeu),Falaye Sacko,Passe (sur ballon arrêté),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,2,Andy Delort, Montpellier,0.05,0.11,Sauvée,25,Pied droit,,,,,,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,3,Josué Casimir, Le Havre,0.01,0.04,Sauvée,27,Pied droit,,Loïc Nego,Passe (sur action de jeu),Abdoulaye Touré,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,3,Yassine Kechta, Le Havre,0.33,0.80,But,5,Pied gauche,,Josué Casimir,Tir,,,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,6,Timothee Pembele, Le Havre,0.10,0.00,Non cadrée,14,Pied gauche,,Yassine Kechta,Passe (sur action de jeu),Timothee Pembele,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,12,Nicolas Pays, Montpellier,0.07,0.00,Non cadrée,15,Pied gauche,,Andy Delort,Passe (sur action de jeu),Nicolas Pays,Interception,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,13,Abdoulaye Touré, Le Havre,0.13,0.00,Non cadrée,14,Pied gauche,,Josué Casimir,Passe (sur action de jeu),Abdoulaye Touré,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,22,Tanguy Coulibaly, Montpellier,0.07,0.00,Bloquée,10,Tête,,Andy Delort,Passe (sur action de jeu),Tanguy Coulibaly,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,23,Andy Delort, Montpellier,0.07,0.71,Sauvée,11,Tête,,Issiaga Sylla,Passe (sur action de jeu),Modibo Sagnan,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,33,Abdoulaye Touré, Le Havre,0.01,0.11,But,30,Pied droit,,Josué Casimir,Passe (sur action de jeu),Loïc Nego,Interception,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,39,Yassine Kechta, Le Havre,0.04,0.00,Bloquée,22,Pied gauche,Coup franc,Loïc Nego,Faute subie,Loïc Nego,Tacle,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,39,Timothee Pembele, Le Havre,0.02,0.00,Bloquée,14,Pied gauche,,Yassine Kechta,Tir,,,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,45+2,Tanguy Coulibaly, Montpellier,0.07,0.32,Sauvée,20,Pied droit,,Modibo Sagnan,Passe (sur action de jeu),Bamo Meïté,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,45+3,Andy Delort, Montpellier,0.04,0.00,Non cadrée,13,Pied droit,Reprise de volée,Téji Savanier,Passe (sur ballon arrêté),Tanguy Coulibaly,Tir,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,45+6,Nicolas Pays, Montpellier,0.05,0.00,Non cadrée,21,Pied droit,,Téji Savanier,Passe (sur ballon arrêté),Jordan Ferri,Faute subie,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,47,Junior Mwanga, Le Havre,0.02,0.00,Non cadrée,34,Pied droit,,,,,,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,55,Koka, Le Havre,0.05,0.00,Bloquée,16,Pied droit,Reprise de volée,Josué Casimir,Passe (sur action de jeu),Koka,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,61,Yassine Kechta, Le Havre,0.57,0.00,Montants,7,Pied gauche,,Antoine Joujou,Passe (sur action de jeu),Junior Mwanga,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,63,Othmane Maamma, Montpellier,0.09,0.12,Sauvée,10,Pied droit,,Issiaga Sylla,Passe (sur action de jeu),Téji Savanier,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,72,Nicolas Pays, Montpellier,0.11,0.31,Sauvée,13,Pied gauche,,Issiaga Sylla,Passe (sur action de jeu),Modibo Sagnan,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,72,Othmane Maamma, Montpellier,0.10,0.00,Bloquée,10,Pied droit,,Nicolas Pays,Tir,,,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,79,Nicolas Pays, Montpellier,0.02,0.00,Bloquée,27,Pied gauche,,,,,,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,80,Issiaga Sylla, Montpellier,0.10,0.00,Non cadrée,9,Tête,,Téji Savanier,Passe (sur ballon arrêté),Nicolas Pays,Tir,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,81,Abdoulaye Touré, Le Havre,0.02,0.05,Sauvée,34,Pied droit,,Issa Soumaré,Passe (sur action de jeu),Arouna Sangante,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,90,André Ayew, Le Havre,0.04,0.00,Bloquée,19,Pied gauche,,Rassoul Ndiaye,Passe (sur action de jeu),Junior Mwanga,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,90+2,Khalil Fayad, Montpellier,0.03,0.00,Bloquée,24,Pied droit,,,,,,https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Benoît Bastien,Stade de la Mosson-Mondial 98,Montpellier,Le Havre,90+7,Etienne Youte Kinkoue, Le Havre,0.03,0.00,Non cadrée,33,Pied droit,Coup franc,André Ayew,Faute subie,Junior Mwanga,Passe (sur action de jeu),https://fbref.com/fr/matchs/0f9ee6ec/Montpellier-Le-Havre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,4,Ismaël Doukouré, Strasbourg,0.41,0.95,But,5,Pied droit,,Sebastian Nanasi,Passe (sur ballon arrêté),,,https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,10,Sebastian Nanasi, Strasbourg,0.28,0.00,Non cadrée,10,Tête,,Valentín Barco,Passe (sur action de jeu),Félix Lemaréchal,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,13,Sergio Akieme, Reims,0.10,0.13,Sauvée,11,Pied gauche,,Amadou Koné,Passe (sur action de jeu),Mory Gbane,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,18,Amadou Koné, Reims,0.02,0.00,Non cadrée,32,Pied gauche,,Hiroki Sekine,Passe (sur action de jeu),Junya Ito,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,23,Sebastian Nanasi, Strasbourg,0.04,0.00,Non cadrée,10,Tête,,Dilane Bakwa,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,23,Andrey Santos, Strasbourg,0.38,0.00,Non cadrée,3,Pied droit,,Sebastian Nanasi,Tir,,,https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,25,Emanuel Emegha, Strasbourg,0.11,0.70,Sauvée,10,Tête,,Félix Lemaréchal,Passe (sur action de jeu),Dilane Bakwa,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,28,Keito Nakamura, Reims,0.04,0.05,Sauvée,19,Pied droit,,Keito Nakamura,Passe (sur action de jeu),Cédric Kipré,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,32,Félix Lemaréchal, Strasbourg,0.06,0.00,Bloquée,11,Pied droit,,Dilane Bakwa,Passe (sur action de jeu),Félix Lemaréchal,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,33,Valentín Barco, Strasbourg,0.02,0.00,Bloquée,24,Pied gauche,,Félix Lemaréchal,Passe (sur action de jeu),Dilane Bakwa,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,38,Dilane Bakwa, Strasbourg,0.13,0.85,Sauvée,13,Pied gauche,,,,,,https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,46,Amadou Koné, Reims,0.03,0.05,Sauvée,26,Pied gauche,,Junya Ito,Passe (sur action de jeu),Valentin Atangana Edoa,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,47,Valentin Atangana Edoa, Reims,0.16,0.33,Sauvée,7,Tête,,Sergio Akieme,Passe (sur ballon arrêté),Amadou Koné,Tir,https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,47,Valentin Atangana Edoa, Reims,0.17,0.00,Bloquée,8,Pied droit,,Hiroki Sekine,Passe (sur action de jeu),Junya Ito,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,50,Sergio Akieme, Reims,0.22,0.00,Non cadrée,9,Pied gauche,Reprise de volée,Cédric Kipré,Passe (sur action de jeu),Joseph Okumu,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,54,Keito Nakamura, Reims,0.13,0.06,Sauvée,18,Pied droit,,Valentin Atangana Edoa,Passe (sur action de jeu),Hiroki Sekine,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,59,Emanuel Emegha, Strasbourg,0.93,0.00,Montants,3,Pied gauche,,Dilane Bakwa,Passe (sur action de jeu),Félix Lemaréchal,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,61,Hiroki Sekine, Reims,0.02,0.00,Non cadrée,9,Tête,,Sergio Akieme,Passe (sur ballon arrêté),Mamadou Diakhon,Faute subie,https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,65,Andrey Santos, Strasbourg,0.05,0.40,Sauvée,12,Tête,,Dilane Bakwa,Passe (sur ballon arrêté),Diego Moreira,Dribble,https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,66,Hiroki Sekine, Reims,0.02,0.00,Bloquée,22,Pied gauche,,Keito Nakamura,Passe (sur action de jeu),Junya Ito,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,76,Valentín Barco, Strasbourg,0.02,0.00,Non cadrée,24,Pied gauche,,Dilane Bakwa,Passe (sur action de jeu),Samuel Amo-Ameyaw,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,79,Keito Nakamura, Reims,0.29,0.00,Bloquée,15,Pied droit,,Mamadou Diakhon,Passe (sur action de jeu),Mamadou Diakhon,Dribble,https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,81,Andrey Santos, Strasbourg,0.05,0.00,Bloquée,17,Pied droit,,Diego Moreira,Passe (sur action de jeu),Valentín Barco,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,86,Mamadou Diakhon, Reims,0.09,0.00,Bloquée,24,Pied droit,Coup franc,John Joe,Faute subie,Valentin Atangana Edoa,Tacle,https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,86,Samuel Amo-Ameyaw, Strasbourg,0.07,0.00,Bloquée,15,Pied gauche,,Diego Moreira,Passe (sur action de jeu),Emanuel Emegha,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,90,Jordan Pefok, Reims,0.06,0.00,Non cadrée,11,Tête,,Sergio Akieme,Passe (sur ballon arrêté),Mamadou Diakhon,Faute subie,https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Clément Turpin,Stade Auguste-Delaune,Reims,Strasbourg,90+4,Valentin Atangana Edoa, Reims,0.03,0.01,Sauvée,13,Tête,,Junya Ito,Passe (sur action de jeu),John Joe,Passe (sur action de jeu),https://fbref.com/fr/matchs/44834f60/Reims-Strasbourg-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,2,Mohamed Meité, Rennes,0.05,0.00,Bloquée,12,Pied droit,,Kazeem Olaigbe,Passe (sur action de jeu),Kazeem Olaigbe,Dribble,https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,17:15,Florent Batta,Roazhon Park,Rennes,Auxerre,2,Lilian Brassier, Rennes,0.01,0.00,Non cadrée,15,Tête,,Adrien Truffert,Passe (sur ballon arrêté),Mohamed Meité,Tir,https://fbref.com/fr/matchs/cd76c50c/Rennes-Auxerre-6-Avril-2025-Ligue-1
