league,journey,season,date,hours,referee,stadium,team1,team2,minutes,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,link
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,71,John Joe, Reims,0.02,0.00,Bloquée,33,Pied droit,,Mory Gbane,Passe (sur action de jeu),Valentin Atangana Edoa,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,72,Adrien Thomasson, Lens,0.04,0.00,Bloquée,17,Pied gauche,,Anass Zaroury,Passe (sur action de jeu),Angelo Fulgini,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,72,Wesley Saïd, Lens,0.08,0.13,Sauvée,9,Pied droit,,Andy Diouf,Passe (sur action de jeu),Adrien Thomasson,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,73,Anass Zaroury, Lens,0.02,0.00,Bloquée,27,Pied droit,,Andy Diouf,Passe (sur action de jeu),Florian Sotoca,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,74,Jonathan Gradit, Lens,0.12,0.00,Non cadrée,13,Pied droit,,Angelo Fulgini,Passe (sur ballon arrêté),Anass Zaroury,Tir,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,75,Tom Pouilly, Lens,0.04,0.00,Bloquée,18,Pied gauche,,,,,,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,75,Anass Zaroury, Lens,0.03,0.21,Sauvée,25,Pied droit,,Angelo Fulgini,Passe (sur action de jeu),Jonathan Gradit,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,75,Florian Sotoca, Lens,0.28,0.36,Sauvée,6,Pied droit,,Anass Zaroury,Tir,,,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,77,Jonathan Gradit, Lens,0.03,0.00,Bloquée,12,Tête,,Anass Zaroury,Passe (sur ballon arrêté),Florian Sotoca,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,82,Hamzat Ojediran, Lens,0.02,0.00,Non cadrée,33,Pied droit,,Malang Sarr,Passe (sur action de jeu),Adrien Thomasson,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,84,Angelo Fulgini, Lens,0.03,0.00,Non cadrée,24,Pied droit,Reprise de volée,Malang Sarr,Passe (sur action de jeu),Jonathan Gradit,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,87,Hamzat Ojediran, Lens,0.03,0.00,Bloquée,29,Pied droit,,Facundo Medina,Passe (sur action de jeu),Anass Zaroury,Passe (sur ballon arrêté),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,88,Keito Nakamura, Reims,0.14,0.27,But,14,Pied droit,,Nhoa Sangui,Passe (sur action de jeu),Nhoa Sangui,Dribble,https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,90+3,Angelo Fulgini, Lens,0.07,0.20,Sauvée,15,Pied droit,,Malang Sarr,Passe (sur action de jeu),Mathew Ryan,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,11/04/2025,20:45,François Letexier,Stade Bollaert-Delelis,Lens,Reims,90+5,Gabriel Moscardo, Reims,0.17,0.00,Bloquée,14,Pied droit,,Hiroki Sekine,Passe (sur action de jeu),Abdoul Koné,Passe (sur action de jeu),https://fbref.com/fr/matchs/1fafebba/Lens-Reims-11-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,4,Luis Henrique, Marseille,0.17,0.00,Non cadrée,16,Pied gauche,,Quentin Merlin,Passe (sur action de jeu),Adrien Rabiot,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,12,Luis Henrique, Marseille,0.10,0.00,Non cadrée,13,Pied droit,,Mason Greenwood,Passe (sur action de jeu),Jon Rowe,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,17,Mika Biereth, Monaco,0.09,0.00,Bloquée,14,Pied droit,,Takumi Minamino,Passe (sur action de jeu),Thilo Kehrer,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,22,Maghnes Akliouche, Monaco,0.14,0.00,Bloquée,17,Pied gauche,,Thilo Kehrer,Passe (sur action de jeu),Caio Henrique Oliveira Silva,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,23,Takumi Minamino, Monaco,0.02,0.00,Non cadrée,28,Pied gauche,,Vanderson,Passe (sur action de jeu),Lamine Camara,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,34,Mika Biereth, Monaco,0.08,0.19,Sauvée,11,Pied droit,,Wilfried Singo,Passe (sur action de jeu),Lamine Camara,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,34,Takumi Minamino, Monaco,0.42,0.99,But,11,Pied droit,,Denis Zakaria,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,37,Takumi Minamino, Monaco,0.03,0.00,Non cadrée,18,Pied gauche,,Breel Embolo,Passe (sur action de jeu),Vanderson,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,42,Luis Henrique, Marseille,0.56,0.92,Sauvée,4,Pied droit,Reprise de volée,Ulisses Garcia,Passe (sur action de jeu),Quentin Merlin,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,45,Vanderson, Monaco,0.03,0.06,Sauvée,17,Pied droit,,Breel Embolo,Passe (sur action de jeu),Caio Henrique Oliveira Silva,Passe (sur ballon arrêté),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,48,Wilfried Singo, Monaco,0.06,0.16,Sauvée,6,Tête,,Lamine Camara,Passe (sur ballon arrêté),Breel Embolo,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,49,Breel Embolo, Monaco,0.11,0.15,Sauvée,9,Tête,,Lamine Camara,Passe (sur ballon arrêté),Wilfried Singo,Tir,https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,49,Maghnes Akliouche, Monaco,0.01,0.00,Non cadrée,33,Pied gauche,,,,,,https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,52,Mason Greenwood, Marseille,0.04,0.22,Sauvée,11,Pied droit,,Pierre Højbjerg,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,53,Mason Greenwood, Marseille,0.01,0.04,Sauvée,19,Pied gauche,,Luis Henrique,Passe (sur action de jeu),Mason Greenwood,Tir,https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,57,Maghnes Akliouche, Monaco,0.32,0.47,Sauvée,5,Pied gauche,Reprise de volée,Lamine Camara,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,59,Breel Embolo, Monaco,0.42,0.70,But,11,Pied droit,,Vanderson,Passe (sur action de jeu),Maghnes Akliouche,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,63,Amar Dedić, Marseille,0.04,0.00,Non cadrée,22,Pied droit,,Adrien Rabiot,Passe (sur action de jeu),Mason Greenwood,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,67,Amine Gouiri, Marseille,0.10,0.44,Sauvée,16,Pied droit,,Adrien Rabiot,Passe (sur action de jeu),Ismaël Bennacer,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,74,Amine Gouiri, Marseille,0.03,0.00,Non cadrée,11,Pied droit,,Ismaël Bennacer,Passe (sur action de jeu),Luis Henrique,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,77,Lamine Camara, Monaco,0.03,0.08,Sauvée,32,Pied droit,,,,,,https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,82,Denis Zakaria (pen), Monaco,0.79,0.99,But,13,Pied droit,,Breel Embolo,Faute subie,Eliesse Ben Seghir,Faute subie,https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,17:00,Benoît Bastien,Stade Louis II,Monaco,Marseille,90+1,Folarin Balogun, Monaco,0.10,0.48,Sauvée,13,Pied droit,,George Ilenikhena,Passe (sur action de jeu),Vanderson,Passe (sur action de jeu),https://fbref.com/fr/matchs/b1f79298/Monaco-Marseille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,3,Yann Gboho, Toulouse,0.08,0.03,Sauvée,20,Pied droit,,,,,,https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,6,Vincent Sierro, Toulouse,0.17,0.00,Montants,21,Pied droit,Coup franc,Frank Magri,Faute subie,Yann Gboho,Passe (sur action de jeu),https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,8,Frank Magri, Toulouse,0.12,0.00,Montants,15,Pied droit,,Aron Dønnum,Passe (sur action de jeu),Rafik Messali,Passe (sur action de jeu),https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,21,Matias Fernandez-Pardo, Lille,0.05,0.41,But,28,Pied droit,,Matias Fernandez-Pardo,Dribble,Benjamin André,Passe (sur action de jeu),https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,34,Jonathan David, Lille,0.14,0.00,Non cadrée,10,Tête,,Benjamin André,Passe (sur action de jeu),Ismaily,Passe (sur action de jeu),https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,42,Charlie Cresswell, Toulouse,0.18,0.69,But,9,Tête,,Rafik Messali,Passe (sur action de jeu),Gabriel Suazo,Passe (sur action de jeu),https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,45+4,Mitchel Bakker, Lille,0.04,0.17,But,24,Pied gauche,"Coup franc, Déviée",Mitchel Bakker,Faute subie,Hákon Arnar Haraldsson,Passe (sur action de jeu),https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,68,Cristian Cásseres Jr., Toulouse,0.05,0.60,Sauvée,21,Pied gauche,,Aron Dønnum,Passe (sur action de jeu),Aron Dønnum,Tacle,https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,70,Yann Gboho, Toulouse,0.03,0.28,Sauvée,19,Pied droit,,Vincent Sierro,Passe (sur action de jeu),Aron Dønnum,Passe (sur action de jeu),https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,72,Djibril Sidibé, Toulouse,0.06,0.00,Non cadrée,16,Pied droit,,Aron Dønnum,Passe (sur action de jeu),Gabriel Suazo,Passe (sur action de jeu),https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,77,Cristian Cásseres Jr., Toulouse,0.15,0.21,Sauvée,6,Tête,,Gabriel Suazo,Passe (sur action de jeu),Yann Gboho,Passe (sur action de jeu),https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,80,Frank Magri, Toulouse,0.06,0.00,Non cadrée,6,Tête,,Djibril Sidibé,Passe (sur action de jeu),Cristian Cásseres Jr.,Passe (sur action de jeu),https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,86,Alexsandro Ribeiro, Lille,0.13,0.00,Non cadrée,10,Pied droit,Reprise de volée,Ethan Mbappé,Passe (sur ballon arrêté),,Faute subie,https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,86,Ethan Mbappé, Lille,0.06,0.00,Non cadrée,12,Pied gauche,,Ethan Mbappé,Dribble,Alexsandro Ribeiro,Tir,https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,19:00,Jérôme Brisard,Stadium de Toulouse,Toulouse,Lille,90+3,Osame Sahraoui, Lille,0.09,0.07,Sauvée,12,Pied gauche,,Chuba Akpom,Passe (sur action de jeu),Chuba Akpom,Dribble,https://fbref.com/fr/matchs/0a9272f4/Toulouse-Lille-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,2,Dilane Bakwa, Strasbourg,0.02,0.00,Non cadrée,27,Pied gauche,,Emanuel Emegha,Passe (sur action de jeu),Dilane Bakwa,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,6,Hicham Boudaoui, Nice,0.03,0.00,Non cadrée,17,Pied droit,,Jonathan Clauss,Passe (sur action de jeu),Baptiste Santamaria,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,7,Evann Guessand, Nice,0.07,0.00,Bloquée,10,Pied droit,,Dante,Passe (sur action de jeu),Moïse Bombito,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,8,Hicham Boudaoui, Nice,0.01,0.00,Non cadrée,9,Tête,,Jonathan Clauss,Passe (sur ballon arrêté),Evann Guessand,Tir,https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,9,Dilane Bakwa, Strasbourg,0.17,0.18,Sauvée,11,Pied droit,,Andrey Santos,Passe (sur action de jeu),Samuel Amo-Ameyaw,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,9,Félix Lemaréchal, Strasbourg,0.04,0.00,Bloquée,30,Pied droit,,Dilane Bakwa,Tir,,,https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,12,Ismaël Doukouré, Strasbourg,0.08,0.00,Non cadrée,13,Pied droit,Reprise de volée,Félix Lemaréchal,Passe (sur ballon arrêté),Dilane Bakwa,Faute subie,https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,16,Gaëtan Laborde, Nice,0.06,0.00,Bloquée,11,Pied gauche,,Baptiste Santamaria,Passe (sur action de jeu),Youssouf Ndayishimiye,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,19,Dilane Bakwa, Strasbourg,0.06,0.00,Bloquée,16,Pied gauche,,Emanuel Emegha,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,29,Melvin Bard, Nice,0.03,0.00,Bloquée,18,Pied gauche,,Jeremie Boga,Passe (sur action de jeu),Jonathan Clauss,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,30,Samuel Amo-Ameyaw, Strasbourg,0.04,0.05,Sauvée,13,Pied gauche,,Emanuel Emegha,Passe (sur action de jeu),Andrey Santos,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,31,Dilane Bakwa, Strasbourg,0.03,0.00,Bloquée,26,Pied gauche,,Samuel Amo-Ameyaw,Tir,,,https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,32,Hicham Boudaoui, Nice,0.04,0.01,Sauvée,28,Pied droit,,Baptiste Santamaria,Passe (sur action de jeu),Jeremie Boga,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,32,Baptiste Santamaria, Nice,0.10,0.00,Bloquée,8,Tête,,Jonathan Clauss,Passe (sur ballon arrêté),Hicham Boudaoui,Tir,https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,37,Gaëtan Laborde, Nice,0.09,0.00,Bloquée,10,Tête,,Jeremie Boga,Passe (sur action de jeu),Melvin Bard,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,38,Melvin Bard, Nice,0.40,0.85,But,8,Pied gauche,,Jonathan Clauss,Passe (sur action de jeu),Gaëtan Laborde,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,40,Jeremie Boga, Nice,0.05,0.54,Sauvée,23,Pied droit,,Hicham Boudaoui,Passe (sur action de jeu),Gaëtan Laborde,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,46,Valentín Barco, Strasbourg,0.13,0.00,Bloquée,22,Pied gauche,,Dilane Bakwa,Passe (sur action de jeu),Guimissongui Ouattara,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,51,Emanuel Emegha, Strasbourg,0.06,0.15,But,17,Pied gauche,,Andrey Santos,Passe (sur action de jeu),Samuel Amo-Ameyaw,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,54,Samuel Amo-Ameyaw, Strasbourg,0.09,0.25,But,12,Pied droit,Déviée,Andrey Santos,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,60,Moïse Bombito, Nice,0.04,0.00,Bloquée,22,Pied gauche,Reprise de volée,Youssouf Ndayishimiye,Passe (sur action de jeu),Jonathan Clauss,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,64,Baptiste Santamaria, Nice,0.02,0.00,Non cadrée,33,Pied droit,,Jeremie Boga,Passe (sur action de jeu),Gaëtan Laborde,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
