league,journey,season,date,hours,referee,stadium,team1,team2,action_minute,action_score,action_description,action_type,action_team,link
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,18,1:0,Gaëtan Laborde - Passe décisive : Terem Moffi,Goal,Nice,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,35,1:0,Youcef Atal,Yellow Card,Nice,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,38,1:0,Hákon Arnar Haraldsson,Yellow Card,Lille,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,46,1:0,Jordan Lotomba pour Youcef Atal,Substitute,Nice,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,47,1:0,Gaëtan Laborde,Yellow Card,Nice,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,48,1:0,Tiago Santos,Yellow Card,Lille,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,55,1:0,Khéphren Thuram,Yellow Card,Nice,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,57,1:0,Sofiane Diop pour Jeremie Boga,Substitute,Nice,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,57,1:0,Pablo Rosario pour Khéphren Thuram,Substitute,Nice,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,58,1:0,Evann Guessand pour Gaëtan Laborde,Substitute,Nice,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,61,1:0,Angel Gomes pour Carlos Baleba,Substitute,Lille,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,67,1:0,Edon Zhegrova pour Alan Virginius,Substitute,Lille,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,80,1:0,Yusuf Yazıcı pour Hákon Arnar Haraldsson,Substitute,Lille,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,81,1:0,Hicham Boudaoui pour Terem Moffi,Substitute,Nice,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,81,1:0,Gabriel Gudmundsson pour Rémy Cabella,Substitute,Lille,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,11/08/2023,21:00,Benoît Bastien,Stade de Nice,Nice,Lille,94,1:1,Bafodé Diakité - Passe décisive : Angel Gomes,Goal,Lille,https://fbref.com/fr/matchs/ff59d311/Nice-Lille-11-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,10,0:1,Junya Ito - Passe décisive : Marshall Munetsi,Goal,Reims,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,23,1:1,Azzedine Ounahi - Passe décisive : Iliman Ndiaye,Goal,Marseille,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,36,1:1,Marshall Munetsi,Yellow Card,Reims,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,48,1:1,Josh Wilson-Esbrand,Yellow Card,Reims,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,51,1:1,Ismaila Sarr pour François Mughe,Substitute,Marseille,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,57,1:1,Amir Richardson,Yellow Card,Reims,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,59,1:1,Renan Lodi,Yellow Card,Marseille,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,60,1:1,Amine Salama pour Oumar Diakité,Substitute,Reims,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,60,1:1,Teddy Teuma pour Amir Richardson,Substitute,Reims,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,60,1:1,Keito Nakamura pour Reda Khadra,Substitute,Reims,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,67,1:1,Pierre-Emerick Aubameyang pour Iliman Ndiaye,Substitute,Marseille,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,67,1:1,Jordan Veretout pour Valentin Rongier,Substitute,Marseille,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,73,2:1,Vitinha - Passe décisive : Ismaila Sarr,Goal,Marseille,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,80,2:1,Valentin Atangana Edoa pour Marshall Munetsi,Substitute,Reims,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,80,2:1,Therence Koudou pour Josh Wilson-Esbrand,Substitute,Reims,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,83,2:1,Amine Harit pour Vitinha,Substitute,Marseille,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,17:00,Eric Wattellier,Orange Vélodrome,Marseille,Reims,83,2:1,Mattéo Guendouzi pour Azzedine Ounahi,Substitute,Marseille,https://fbref.com/fr/matchs/fdbcc9e3/Marseille-Reims-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,21:00,Bastien Dechepy,Parc des Princes,Paris Saint-Germain,Lorient,59,0:0,Julien Ponceau pour Jean-Victor Makengo,Substitute,Lorient,https://fbref.com/fr/matchs/2e85b460/Paris-Saint-Germain-Lorient-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,21:00,Bastien Dechepy,Parc des Princes,Paris Saint-Germain,Lorient,59,0:0,Ibrahima Koné pour Bamba Dieng,Substitute,Lorient,https://fbref.com/fr/matchs/2e85b460/Paris-Saint-Germain-Lorient-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,21:00,Bastien Dechepy,Parc des Princes,Paris Saint-Germain,Lorient,68,0:0,Fabián Ruiz Peña pour Vitinha,Substitute,Paris Saint-Germain,https://fbref.com/fr/matchs/2e85b460/Paris-Saint-Germain-Lorient-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,21:00,Bastien Dechepy,Parc des Princes,Paris Saint-Germain,Lorient,69,0:0,Carlos Soler pour Marco Asensio,Substitute,Paris Saint-Germain,https://fbref.com/fr/matchs/2e85b460/Paris-Saint-Germain-Lorient-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,21:00,Bastien Dechepy,Parc des Princes,Paris Saint-Germain,Lorient,79,0:0,Darlin Yongwa pour Vincent Le Goff,Substitute,Lorient,https://fbref.com/fr/matchs/2e85b460/Paris-Saint-Germain-Lorient-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,21:00,Bastien Dechepy,Parc des Princes,Paris Saint-Germain,Lorient,82,0:0,Hugo Ekitike pour Lee Kang-in,Substitute,Paris Saint-Germain,https://fbref.com/fr/matchs/2e85b460/Paris-Saint-Germain-Lorient-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,12/08/2023,21:00,Bastien Dechepy,Parc des Princes,Paris Saint-Germain,Lorient,82,0:0,Marquinhos pour Lucas Hernández,Substitute,Paris Saint-Germain,https://fbref.com/fr/matchs/2e85b460/Paris-Saint-Germain-Lorient-12-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,11,0:1,Florian Sotoca - Passe décisive : Angelo Fulgini,Goal,Lens,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,22,0:2,Deiver Machado - Passe décisive : Facundo Medina,Goal,Lens,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,35,0:2,Pierre Lees-Melou,Yellow Card,Brest,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,46,1:2,Massadio Haïdara pour Jonathan Gradit,Substitute,Lens,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,47,1:2,Romain Del Castillo (Pen),Goal score Yellow Card,Brest,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,48,1:2,Florian Sotoca,Yellow Card,Lens,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,49,1:2,Lilian Brassier,Yellow Card,Brest,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,52,1:2,Facundo Medina,Yellow Card,Lens,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,56,2:2,Kenny Lala,Goal,Brest,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,67,2:2,Mahdi Camara pour Mathias Pereira Lage,Substitute,Brest,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,67,2:2,Jonas Martin pour Hugo Magnetti,Substitute,Brest,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,68,2:2,David Costa pour Angelo Fulgini,Substitute,Lens,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,68,2:2,Adrien Thomasson pour Morgan Guilavogui,Substitute,Lens,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,76,2:2,Steve Mounié pour Martin Satriano,Substitute,Brest,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,78,2:2,Julien Le Cardinal pour Przemysław Frankowski,Substitute,Lens,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,82,2:2,Adrien Thomasson,Red Card,Lens,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,84,2:2,Stijn Spierings pour Andy Diouf,Substitute,Lens,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,86,2:2,Brice Samba,Yellow Card,Lens,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,87,3:2,Romain Del Castillo (Pen),Goal score Yellow Card,Brest,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,13:00,Jérémie Pignard,Stade Francis-Le Blé,Brest,Lens,91,3:2,Axel Camblan pour Romain Del Castillo,Substitute,Brest,https://fbref.com/fr/matchs/6e29d5a3/Brest-Lens-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,2,0:0,Marcus Coco,Yellow Card,Nantes,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,13,1:0,Mostafa Mohamed (Pen),Goal score Yellow Card,Nantes,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,19,1:0,Nicolas Pallois,Yellow Card,Nantes,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,52,1:0,Logan Costa,Yellow Card,Toulouse,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,60,1:0,Jaouen Hadjam pour Marcus Coco,Substitute,Nantes,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,62,1:1,Zakaria Aboukhlal - Passe décisive : Moussa Diarra,Goal,Toulouse,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,67,1:1,Denis Petrić pour Alban Lafont,Substitute,Nantes,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,68,1:1,Abdoul Kader Bamba pour Moses Simon,Substitute,Nantes,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,68,1:1,Douglas pour Samuel Moutoussamy,Substitute,Nantes,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,70,1:1,Fares Chaïbi pour Moussa Diarra,Substitute,Toulouse,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,73,1:1,Vincent Sierro,Yellow Card,Toulouse,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,83,1:1,Niklas Schmidt pour Denis Genreau,Substitute,Toulouse,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,83,1:1,Frank Magri pour Zakaria Aboukhlal,Substitute,Toulouse,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,88,1:1,Marquinhos pour Mostafa Mohamed,Substitute,Nantes,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,91,1:2,Rasmus Nicolaisen - Passe décisive : Fares Chaïbi,Goal,Toulouse,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,97,1:2,Waren Kamanzi pour Thijs Dallinga,Substitute,Toulouse,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,Willy Delajod,Stade de la Beaujoire - Louis Fonteneau,Nantes,Toulouse,97,1:2,Yanis Begraoui pour Vincent Sierro,Substitute,Toulouse,https://fbref.com/fr/matchs/1e12937d/Nantes-Toulouse-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,7,1:0,Mateusz Wieteska - Passe décisive : Muhammed Cham,Goal,Clermont Foot,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,21,1:0,Soungoutou Magassa,Yellow Card,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,26,1:1,Vanderson - Passe décisive : Takumi Minamino,Goal,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,35,1:1,Mohamed Camara,Yellow Card,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,43,1:2,Wissam Ben Yedder,Goal,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,46,1:2,Eliot Matazo pour Mohamed Camara,Substitute,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,53,2:2,Muhammed Cham - Passe décisive : Alidu Seidu,Goal,Clermont Foot,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,70,2:3,Wissam Ben Yedder - Passe décisive : Vanderson,Goal,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,76,2:3,Komnen Andrić pour Grejohn Kyei,Substitute,Clermont Foot,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,76,2:3,Jérémie Bela pour Jim Allevinah,Substitute,Clermont Foot,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,80,2:3,Yohann Magnin pour Maxime Gonalons,Substitute,Clermont Foot,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,81,2:3,Cheick Konaté pour Mehdi Zeffane,Substitute,Clermont Foot,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,86,2:3,Krépin Diatta pour Aleksandr Golovin,Substitute,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,86,2:3,Maghnes Akliouche pour Takumi Minamino,Substitute,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,88,2:3,Bilal Boutobba pour Muhammed Cham,Substitute,Clermont Foot,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,91,2:3,Myron Boadu pour Wissam Ben Yedder,Substitute,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,93,2:4,Maghnes Akliouche - Passe décisive : Eliot Matazo,Goal,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,93,2:4,Ismail Jakobs pour Caio Henrique Oliveira Silva,Substitute,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
Ligue 1,Journée 1,2023/2024,13/08/2023,15:00,François Letexier,Stade Gabriel Montpied,Clermont Foot,Monaco,95,2:4,Maghnes Akliouche,Yellow Card,Monaco,https://fbref.com/fr/matchs/68752280/Clermont-Foot-Monaco-13-Aout-2023-Ligue-1
