league,journey,season,date,hours,referee,stadium,team1,team2,name,shirtnumber,nationality,position,age,minutes,goals,assists_x,pens_made,pens_att,shots,shots_on_target,cards_yellow_x,cards_red_x,touches_x,tackles_x,interceptions_x,blocks_x,xg,npxg,xg_assist_x,sca,gca,passes_completed_x,passes_x,passes_pct_x,progressive_passes_x,carries_x,progressive_carries_x,take_ons_x,take_ons_won_x,passes_completed_y,passes_y,passes_pct_y,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists_y,xg_assist_y,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes_y,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses_x,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,tackles_y,tackles_won_x,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks_y,blocked_shots,blocked_passes,interceptions_y,tackles_interceptions,clearances,errors,touches_y,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons_y,take_ons_won_y,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries_y,carries_distance,carries_progressive_distance,progressive_carries_y,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,cards_yellow_y,cards_red_y,cards_yellow_red,fouls,fouled,offsides,crosses_y,interceptions,tackles_won_y,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions,link
Ligue 1,Journée 28,2024/2025,05/04/2025,21:05,Eric Wattellier,Groupama Stadium,Lyon,Lille,Ngal'Ayel Mukau,17,COD,AM,20-126,60,0,0,0,0,0,0,0,0,20,2,0,0,0.0,0.0,0.0,0,0,16,18,88.9,2,12,1,1,1,16,18,88.9,195,24,11,12,91.7,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,2,18,18,0,0,0,0,0,0,0,0,0,0,16,0,0,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,20,0,0,16,5,1,20,1,1,100.0,0,0.0,12,58,41,1,1,0,0,0,17,1,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,05/04/2025,21:05,Eric Wattellier,Groupama Stadium,Lyon,Lille,   Matias Fernandez-Pardo,19,BEL,AM,20-061,30,0,0,0,0,1,1,0,0,7,0,0,1,0.3,0.3,0.0,0,0,2,3,66.7,0,6,2,1,0,2,3,66.7,29,2,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,7,0,1,2,5,1,7,1,0,0.0,0,0.0,6,83,41,2,2,1,1,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,05/04/2025,21:05,Eric Wattellier,Groupama Stadium,Lyon,Lille,André Gomes,26,POR,DM,31-249,83,0,0,0,0,1,0,0,0,49,1,0,0,0.1,0.1,0.0,1,0,38,41,92.7,3,30,1,4,3,38,41,92.7,586,144,21,22,95.5,17,17,100.0,0,2,0.0,0,0.0,0.0,0,2,0,0,3,41,41,0,0,0,0,0,0,0,0,0,0,38,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,49,2,17,25,7,4,49,4,3,75.0,1,25.0,30,99,40,1,0,0,3,1,43,2,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,05/04/2025,21:05,Eric Wattellier,Groupama Stadium,Lyon,Lille,   Nabil Bentaleb,6,ALG,DM,30-132,7,0,0,0,0,0,0,0,0,20,0,1,1,0.0,0.0,0.0,0,0,13,17,76.5,2,9,0,0,0,13,17,76.5,235,78,7,8,87.5,3,5,60.0,2,3,66.7,0,0.0,0.0,0,1,0,0,2,17,14,3,3,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,20,0,1,15,4,0,20,0,0,,0,,9,72,40,0,0,0,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,05/04/2025,21:05,Eric Wattellier,Groupama Stadium,Lyon,Lille,Benjamin André,21,FRA,DM,34-245,90,0,1,0,0,0,0,1,0,57,5,2,1,0.0,0.0,0.2,2,1,37,46,80.4,3,23,0,0,0,37,46,80.4,517,148,23,26,88.5,12,16,75.0,2,2,100.0,1,0.2,0.2,2,4,0,0,3,46,45,1,1,0,0,0,0,0,0,0,0,37,0,2,5,4,0,5,0,1,2,50.0,1,1,0,1,2,7,1,0,57,1,6,41,11,1,57,0,0,,0,,23,116,76,0,1,0,2,2,40,2,1,0,0,3,1,0,0,2,4,0,0,0,5,3,2,60.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,05/04/2025,21:05,Eric Wattellier,Groupama Stadium,Lyon,Lille,Gabriel Gudmundsson,5,SWE,LB,25-341,82,0,0,0,0,1,1,0,0,46,1,1,0,0.0,0.0,0.0,0,0,32,38,84.2,1,27,2,5,2,32,38,84.2,483,131,17,21,81.0,12,13,92.3,2,3,66.7,0,0.0,0.0,0,0,0,0,1,38,31,7,2,0,0,1,5,0,0,0,0,32,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,46,1,19,19,9,1,46,5,2,40.0,2,40.0,27,230,144,2,1,0,1,1,31,3,0,0,0,0,3,0,1,1,0,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,05/04/2025,21:05,Eric Wattellier,Groupama Stadium,Lyon,Lille,   Ismaily,31,BRA,LB,35-084,8,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,1,3,0,0,0,4,5,80.0,60,32,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,5,0,1,3,1,0,5,0,0,,0,,3,20,14,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,05/04/2025,21:05,Eric Wattellier,Groupama Stadium,Lyon,Lille,Alexsandro Ribeiro,4,BRA,CB,25-239,90,0,0,0,0,0,0,0,0,75,0,0,2,0.0,0.0,0.0,2,0,57,66,86.4,1,39,0,1,1,57,66,86.4,1188,420,18,19,94.7,28,30,93.3,10,15,66.7,0,0.0,0.0,0,0,0,0,1,66,58,7,3,0,1,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,,0,2,1,1,0,0,6,0,75,14,40,34,1,0,75,1,1,100.0,0,0.0,39,192,90,0,0,0,1,0,50,0,0,0,0,0,3,0,0,0,0,0,0,0,7,2,0,100.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,05/04/2025,21:05,Eric Wattellier,Groupama Stadium,Lyon,Lille,Bafodé Diakité,18,FRA,CB,24-089,90,1,0,0,0,2,1,1,0,70,1,0,0,0.2,0.2,0.0,0,0,58,61,95.1,1,39,0,1,1,58,61,95.1,930,343,26,26,100.0,28,28,100.0,2,5,40.0,0,0.0,0.0,0,5,0,0,1,61,57,4,3,0,0,1,1,0,0,0,0,58,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,6,0,70,5,27,39,4,2,70,1,1,100.0,0,0.0,39,132,81,0,0,0,0,1,53,0,1,0,0,5,0,0,1,0,1,0,0,0,3,2,1,66.7,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,05/04/2025,21:05,Eric Wattellier,Groupama Stadium,Lyon,Lille,Thomas Meunier,12,BEL,RB,33-205,90,0,0,0,0,1,0,0,0,73,1,2,1,0.0,0.0,0.0,2,0,55,66,83.3,3,32,7,1,0,55,66,83.3,895,282,23,27,85.2,29,32,90.6,2,3,66.7,0,0.0,0.0,1,3,0,0,3,66,60,6,1,0,0,1,5,0,0,0,0,55,0,1,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,2,0,73,2,22,39,13,2,73,1,0,0.0,1,100.0,32,182,131,7,2,1,1,0,56,3,0,0,0,2,0,0,1,2,1,0,1,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,05/04/2025,21:05,Eric Wattellier,Groupama Stadium,Lyon,Lille,Lucas Chevalier,30,FRA,GK,23-150,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.3,1,0,28,32,87.5,0,19,0,0,0,28,32,87.5,739,466,5,5,100.0,12,13,92.3,10,13,76.9,0,0.3,0.0,1,1,0,0,0,32,30,2,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,35,25,35,0,0,0,35,0,0,,0,,19,140,78,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,4,2,2,75.0,1.6,4,7,57.1,31,8,22.6,29.6,1,0.0,26.0,8,2,25.0,2,11.4,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Wesley Saïd,22,FRA,FW,29-352,65,0,0,0,0,0,0,0,0,20,1,1,0,0.0,0.0,0.0,2,0,11,12,91.7,5,14,1,0,0,11,12,91.7,184,84,3,4,75.0,8,8,100.0,0,0,,0,0.0,0.2,1,4,3,0,5,12,12,0,0,1,0,0,0,0,0,0,0,11,0,0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,20,0,1,8,11,2,20,0,0,,0,,14,47,19,1,0,1,2,1,16,6,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,https://fbref.com/fr/matchs/859cd779/Lens-Saint-Etienne-6-Avril-2025-Ligue-1
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,   Goduine Koyalipou,19,CTA,FW,25-050,25,1,0,0,0,2,1,0,0,10,0,0,0,0.4,0.4,0.1,2,0,3,6,50.0,1,5,0,0,0,3,6,50.0,31,8,3,4,75.0,0,1,0.0,0,0,,0,0.1,0.0,1,0,1,0,1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,0,0,4,6,3,10,0,0,,0,,5,19,8,0,0,0,1,0,9,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,100.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Florian Sotoca,7,FRA,FW,34-163,65,0,0,0,0,1,0,0,0,42,0,1,0,0.0,0.0,0.0,0,0,31,37,83.8,7,32,2,0,0,31,37,83.8,488,135,19,21,90.5,9,10,90.0,2,2,100.0,0,0.0,0.2,0,5,1,0,7,37,35,1,0,1,0,4,1,0,0,0,0,31,1,2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,42,0,2,17,23,6,42,0,0,,0,,32,102,38,2,2,1,2,1,36,10,0,0,0,2,0,2,4,1,0,0,0,0,2,2,0,100.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,   Anass Zaroury,21,MAR,"AM,LW",24-150,25,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,7,12,58.3,0,11,2,0,0,7,12,58.3,91,30,4,4,100.0,3,5,60.0,0,3,0.0,0,0.0,0.0,0,1,0,0,0,12,11,1,0,0,0,2,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,1,8,3,0,12,0,0,,0,,11,62,34,2,2,0,0,1,12,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Andy Diouf,18,FRA,AM,21-324,85,0,0,0,0,4,1,0,0,49,1,1,0,0.3,0.3,0.0,5,1,27,35,77.1,6,37,3,4,1,27,35,77.1,355,67,15,17,88.2,11,12,91.7,0,1,0.0,0,0.0,0.2,1,1,3,0,6,35,33,0,0,1,0,0,0,0,0,0,0,27,2,2,1,0,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0,49,0,1,23,26,2,49,4,1,25.0,1,25.0,37,219,92,3,4,0,4,2,38,5,0,0,0,0,3,0,0,1,0,0,0,0,5,3,3,50.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,   Angelo Fulgini,11,FRA,FW,28-229,5,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,1,0,0,1,3,33.3,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,3,1,3,0,0,,0,,1,12,7,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Neil El Aynaoui,23,FRA,CM,23-278,90,0,0,0,0,2,1,0,0,78,5,0,2,0.1,0.1,0.4,6,0,58,68,85.3,9,52,0,1,1,58,68,85.3,1123,367,28,30,93.3,19,22,86.4,10,12,83.3,0,0.4,0.5,3,11,0,0,9,68,60,7,1,1,1,6,0,5,3,2,0,58,1,2,5,3,2,1,2,3,3,100.0,0,2,1,1,0,5,0,0,78,1,16,48,16,0,78,1,1,100.0,0,0.0,52,227,88,0,1,0,2,1,50,1,0,0,0,1,3,0,6,0,3,0,0,0,8,0,3,0.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Adrien Thomasson,28,FRA,CM,31-117,90,0,0,0,0,2,0,0,0,80,4,1,0,0.4,0.4,0.0,5,0,56,64,87.5,8,55,2,5,3,56,64,87.5,1027,260,28,30,93.3,17,19,89.5,10,13,76.9,0,0.0,0.2,1,8,2,0,8,64,60,4,4,1,1,0,0,0,0,0,0,56,0,1,4,2,3,0,1,3,4,75.0,1,0,0,0,1,5,0,0,80,2,23,36,23,5,80,5,3,60.0,2,40.0,55,297,174,2,1,0,2,2,61,4,0,0,0,2,5,0,0,1,2,0,0,0,7,1,2,33.3,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Deiver Machado,3,COL,WB,31-216,85,0,1,0,0,2,0,1,0,58,0,0,0,0.2,0.2,0.6,2,1,45,52,86.5,3,46,3,1,0,45,52,86.5,716,256,28,29,96.6,12,13,92.3,4,5,80.0,1,0.6,0.8,2,2,2,2,3,52,44,7,0,1,0,3,7,0,0,0,0,45,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,58,1,10,23,25,5,58,1,0,0.0,1,100.0,46,290,154,3,4,2,2,3,45,9,1,0,0,1,3,1,3,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,   Hamzat Ojediran,15,NGA,DM,21-143,5,0,0,0,0,1,0,1,0,7,0,0,0,0.1,0.1,0.0,0,0,3,6,50.0,0,5,1,1,1,3,6,50.0,30,11,3,4,75.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,1,2,3,2,1,7,1,1,100.0,0,0.0,5,46,9,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Ruben Aguilar,2,FRA,WB,31-345,78,0,0,0,0,4,1,0,0,69,0,0,0,0.4,0.4,0.1,3,0,42,59,71.2,4,54,10,1,0,42,59,71.2,611,266,28,31,90.3,9,16,56.3,3,7,42.9,0,0.1,0.2,1,4,2,1,4,59,55,2,0,1,1,5,2,0,0,0,0,42,2,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,69,0,5,30,34,8,69,1,0,0.0,1,100.0,54,359,243,10,4,2,2,0,55,12,0,0,0,1,1,2,5,0,0,0,0,0,6,0,2,0.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,   Kyllian Antonio,32,FRA,"RW,WB",17-092,12,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,3,0,0,0,4,7,57.1,66,38,2,3,66.7,1,2,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,7,5,2,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,5,2,0,0,7,0,0,,0,,3,8,2,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Facundo Medina,14,ARG,CB,25-313,90,0,0,0,0,1,0,1,0,74,2,1,2,0.3,0.3,0.3,4,0,58,66,87.9,4,56,3,1,1,58,66,87.9,1021,479,25,27,92.6,28,30,93.3,5,9,55.6,0,0.3,0.3,2,4,0,0,4,66,64,2,2,0,0,0,0,0,0,0,0,58,0,0,2,0,1,1,0,2,2,100.0,0,2,1,1,1,3,0,0,74,4,25,45,6,3,74,1,1,100.0,0,0.0,56,334,184,3,2,1,1,0,51,1,1,0,0,1,2,0,0,1,0,0,0,0,7,1,0,100.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Juma Bah,27,SLE,CB,18-360,90,0,0,0,0,1,1,0,0,72,2,5,1,0.0,0.0,0.0,1,0,53,59,89.8,2,44,1,1,1,53,59,89.8,894,316,24,28,85.7,26,28,92.9,3,3,100.0,0,0.0,0.0,0,4,0,0,2,59,54,5,3,0,0,0,0,0,0,0,0,53,0,0,2,1,2,0,0,2,2,100.0,0,1,0,1,5,7,2,0,72,11,38,31,3,2,72,1,1,100.0,0,0.0,44,169,64,1,0,0,1,0,34,0,0,0,0,0,0,0,0,5,1,0,0,0,10,6,0,100.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Malang Sarr,20,FRA,CB,26-073,90,0,0,0,0,0,0,0,0,60,0,2,0,0.0,0.0,0.0,1,0,43,52,82.7,2,33,0,0,0,43,52,82.7,962,332,12,15,80.0,22,23,95.7,9,12,75.0,0,0.0,0.0,0,2,0,0,2,52,48,4,4,0,1,0,0,0,0,0,0,43,0,1,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,5,1,60,4,28,31,1,0,60,0,0,,0,,33,184,72,0,0,0,0,0,31,0,0,0,0,2,2,0,0,2,0,0,1,0,4,2,0,100.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Mathew Ryan,30,AUS,GK,32-363,90,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,21,24,87.5,0,17,0,0,0,21,24,87.5,684,465,3,3,100.0,8,8,100.0,10,13,76.9,0,0.0,0.0,0,1,0,0,0,24,20,4,2,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,28,24,27,1,0,0,28,0,0,,0,,17,89,61,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,3,0,2,100.0,0.7,7,9,77.8,22,4,40.9,36.4,2,0.0,24.0,6,3,50.0,1,7.6,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Lucas Stassin,32,BEL,FW,20-129,90,0,0,0,0,1,1,0,0,28,1,0,0,0.0,0.0,0.0,0,0,12,17,70.6,0,18,1,3,2,12,17,70.6,128,9,7,9,77.8,3,5,60.0,0,0,,0,0.0,0.0,0,0,0,0,0,17,15,2,0,0,0,2,0,0,0,0,0,12,0,1,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0,28,0,1,14,13,3,28,3,2,66.7,1,33.3,18,66,18,1,0,0,6,0,19,6,0,0,0,2,1,0,2,0,0,0,0,0,2,0,5,0.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Zuriko Davitashvili,22,GEO,LW,24-050,67,0,0,0,0,2,0,0,0,28,1,0,2,0.3,0.3,0.1,3,0,11,14,78.6,0,18,4,5,1,11,14,78.6,128,24,9,10,90.0,2,2,100.0,0,2,0.0,0,0.1,0.2,1,0,0,0,0,14,11,3,2,0,0,1,1,0,0,0,0,11,0,0,1,0,1,0,0,0,0,,0,2,0,2,0,1,1,0,28,2,8,7,13,7,28,5,1,20.0,3,60.0,18,128,64,4,0,4,3,0,16,3,0,0,0,1,1,0,1,0,0,1,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,   Ben Old,11,NZL,LW,22-236,23,0,0,0,0,0,0,0,0,16,1,0,1,0.0,0.0,0.0,0,0,6,10,60.0,1,12,1,1,0,6,10,60.0,84,22,4,5,80.0,2,3,66.7,0,0,,0,0.0,0.0,0,1,1,0,1,10,10,0,0,1,0,1,0,0,0,0,0,6,0,1,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,16,0,1,6,9,4,16,1,0,0.0,1,100.0,12,62,25,1,1,1,1,0,13,4,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Irvin Cardona,7,FRA,RW,27-241,67,0,0,0,1,0,0,0,0,16,1,0,0,0.8,0.0,0.0,2,0,9,13,69.2,1,10,2,0,0,9,13,69.2,109,29,7,8,87.5,0,2,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,13,13,0,0,1,0,0,0,0,0,0,0,9,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,1,16,0,2,8,7,2,15,0,0,,0,,10,72,52,2,2,0,1,0,11,4,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,50.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,   Ibrahima Wadji,25,SEN,RW,29-336,23,0,0,0,0,1,0,0,0,6,1,0,0,0.1,0.1,0.0,1,0,2,3,66.7,0,6,1,1,1,2,3,66.7,7,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,6,0,2,1,3,1,6,1,1,100.0,0,0.0,6,33,15,1,1,0,1,0,6,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Florian Tardieu,10,FRA,LM,32-349,55,0,0,0,0,1,0,0,0,19,0,2,1,0.1,0.1,0.0,0,0,5,11,45.5,0,7,0,1,0,5,11,45.5,60,12,3,3,100.0,1,2,50.0,0,3,0.0,0,0.0,0.0,0,0,0,0,0,11,8,3,0,0,0,3,0,3,1,2,0,5,0,0,0,0,0,0,0,0,2,0.0,2,1,1,0,2,2,2,0,19,3,6,7,6,2,19,1,0,0.0,0,0.0,7,28,7,0,0,0,1,0,8,1,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,   Aimen Moueffek,29,FRA,LM,23-362,35,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,2,8,1,0,0,8,11,72.7,100,25,5,7,71.4,2,3,66.7,0,0,,0,0.0,0.0,0,0,1,0,2,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,0,2,7,4,0,13,0,0,,0,,8,50,34,1,1,0,2,0,8,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,50.0,,,,,,,,,,,,,,,,,,,,,
Ligue 1,Journée 28,2024/2025,06/04/2025,15:00,Romain Lissorgue,Stade Bollaert-Delelis,Lens,Saint-Étienne,Pierre Ekwah Elimby,4,FRA,CM,23-081,90,0,0,0,0,0,0,0,0,53,3,4,3,0.0,0.0,0.1,2,0,33,42,78.6,9,28,0,0,0,33,42,78.6,520,250,18,23,78.3,12,15,80.0,2,3,66.7,0,0.1,0.3,2,7,2,0,9,42,40,2,2,0,0,0,0,0,0,0,0,33,0,0,3,0,0,2,1,2,3,66.7,1,3,0,3,4,7,0,0,53,1,15,34,7,0,53,0,0,,0,,28,134,70,0,0,0,1,1,31,2,0,0,0,4,0,0,0,4,0,0,0,0,7,2,0,100.0,,,,,,,,,,,,,,,,,,,,,
