numéro,pays,ligue,année,clubs,liens
1823708,Allemagne,Oberliga,2024-2025,Sv Erlbach 1860 Muenchen Ii,/matches/1823708/live/allemagne-oberliga-2024-2025-sv-erlbach-1860-muenchen-ii
1823709,Allemagne,Oberliga,2024-2025,Unterhaching Ii Tsv Landsberg,/matches/1823709/live/allemagne-oberliga-2024-2025-unterhaching-ii-tsv-landsberg
1823710,Allemagne,Oberliga,2024-2025,Fc Memmingen 1860 Muenchen Ii,/matches/1823710/live/allemagne-oberliga-2024-2025-fc-memmingen-1860-muenchen-ii
1823711,Allemagne,Oberliga,2024-2025,Fc Deisenhofen Sv Heimstetten,/matches/1823711/live/allemagne-oberliga-2024-2025-fc-deisenhofen-sv-heimstetten
1823712,Allemagne,Oberliga,2024-2025,Sv Schalding Heining Tsv Landsberg,/matches/1823712/live/allemagne-oberliga-2024-2025-sv-schalding-heining-tsv-landsberg
1823713,Allemagne,Oberliga,2024-2025,Tuerkspor Augsburg Fc Deisenhofen,/matches/1823713/live/allemagne-oberliga-2024-2025-tuerkspor-augsburg-fc-deisenhofen
1823714,Allemagne,Oberliga,2024-2025,Tsv Gruenwald Sv Erlbach,/matches/1823714/live/allemagne-oberliga-2024-2025-tsv-gruenwald-sv-erlbach
1823715,Allemagne,Oberliga,2024-2025,Fc Sonthofen Sv Schalding Heining,/matches/1823715/live/allemagne-oberliga-2024-2025-fc-sonthofen-sv-schalding-heining
1823716,Allemagne,Oberliga,2024-2025,Tsv Landsberg Fc Ismaning,/matches/1823716/live/allemagne-oberliga-2024-2025-tsv-landsberg-fc-ismaning
1823717,Allemagne,Oberliga,2024-2025,Sv Heimstetten 1860 Muenchen Ii,/matches/1823717/live/allemagne-oberliga-2024-2025-sv-heimstetten-1860-muenchen-ii
1823718,Allemagne,Oberliga,2024-2025,Tsv Rain Lech Tsv Kottern,/matches/1823718/live/allemagne-oberliga-2024-2025-tsv-rain-lech-tsv-kottern
1823719,Allemagne,Oberliga,2024-2025,Sv Kirchanschoering Fc Memmingen,/matches/1823719/live/allemagne-oberliga-2024-2025-sv-kirchanschoering-fc-memmingen
1823720,Allemagne,Oberliga,2024-2025,Unterhaching Ii Tsv 1861 Noerdlingen,/matches/1823720/live/allemagne-oberliga-2024-2025-unterhaching-ii-tsv-1861-noerdlingen
1823721,Allemagne,Oberliga,2024-2025,Tsv 1861 Noerdlingen Fc Sonthofen,/matches/1823721/live/allemagne-oberliga-2024-2025-tsv-1861-noerdlingen-fc-sonthofen
1823722,Allemagne,Oberliga,2024-2025,Tsv Kottern Sv Kirchanschoering,/matches/1823722/live/allemagne-oberliga-2024-2025-tsv-kottern-sv-kirchanschoering
1823723,Allemagne,Oberliga,2024-2025,Fc Ismaning Sv Heimstetten,/matches/1823723/live/allemagne-oberliga-2024-2025-fc-ismaning-sv-heimstetten
1823724,Allemagne,Oberliga,2024-2025,Unterhaching Ii Fc Deisenhofen,/matches/1823724/live/allemagne-oberliga-2024-2025-unterhaching-ii-fc-deisenhofen
1823725,Allemagne,Oberliga,2024-2025,Fc Memmingen Fc Pipinsried,/matches/1823725/live/allemagne-oberliga-2024-2025-fc-memmingen-fc-pipinsried
1823726,Allemagne Oberliga,2024,2025-1860,Muenchen Ii Tsv Gruenwald,/matches/1823726/live/allemagne-oberliga-2024-2025-1860-muenchen-ii-tsv-gruenwald
1823727,Allemagne,Oberliga,2024-2025,Sv Erlbach Tsv Rain Lech,/matches/1823727/live/allemagne-oberliga-2024-2025-sv-erlbach-tsv-rain-lech
1823728,Allemagne,Oberliga,2024-2025,Tsv 1861 Noerdlingen Sv Schalding Heining,/matches/1823728/live/allemagne-oberliga-2024-2025-tsv-1861-noerdlingen-sv-schalding-heining
1823729,Allemagne,Oberliga,2024-2025,Sv Heimstetten Tsv Landsberg,/matches/1823729/live/allemagne-oberliga-2024-2025-sv-heimstetten-tsv-landsberg
1823730,Allemagne,Oberliga,2024-2025,Fc Ismaning Tsv Gruenwald,/matches/1823730/live/allemagne-oberliga-2024-2025-fc-ismaning-tsv-gruenwald
1823731,Allemagne Oberliga,2024,2025-1860,Muenchen Ii Tsv Rain Lech,/matches/1823731/live/allemagne-oberliga-2024-2025-1860-muenchen-ii-tsv-rain-lech
1823732,Allemagne,Oberliga,2024-2025,Tsv Kottern Fc Pipinsried,/matches/1823732/live/allemagne-oberliga-2024-2025-tsv-kottern-fc-pipinsried
1823733,Allemagne,Oberliga,2024-2025,Fc Deisenhofen Fc Sonthofen,/matches/1823733/live/allemagne-oberliga-2024-2025-fc-deisenhofen-fc-sonthofen
1823734,Allemagne,Oberliga,2024-2025,Fc Memmingen Tuerkspor Augsburg,/matches/1823734/live/allemagne-oberliga-2024-2025-fc-memmingen-tuerkspor-augsburg
1823735,Allemagne,Oberliga,2024-2025,Sv Kirchanschoering Fc Deisenhofen,/matches/1823735/live/allemagne-oberliga-2024-2025-sv-kirchanschoering-fc-deisenhofen
1823736,Allemagne,Oberliga,2024-2025,Fc Sonthofen Tsv Landsberg,/matches/1823736/live/allemagne-oberliga-2024-2025-fc-sonthofen-tsv-landsberg
1823737,Allemagne,Oberliga,2024-2025,Tsv Kottern Tsv Gruenwald,/matches/1823737/live/allemagne-oberliga-2024-2025-tsv-kottern-tsv-gruenwald
1823738,Allemagne,Oberliga,2024-2025,Fc Memmingen Tsv Rain Lech,/matches/1823738/live/allemagne-oberliga-2024-2025-fc-memmingen-tsv-rain-lech
1823739,Allemagne,Oberliga,2024-2025,Fc Deisenhofen Fc Pipinsried,/matches/1823739/live/allemagne-oberliga-2024-2025-fc-deisenhofen-fc-pipinsried
1823740,Allemagne,Oberliga,2024-2025,Tsv 1861 Noerdlingen Tuerkspor Augsburg,/matches/1823740/live/allemagne-oberliga-2024-2025-tsv-1861-noerdlingen-tuerkspor-augsburg
1823741,Allemagne,Oberliga,2024-2025,Sv Schalding Heining Unterhaching Ii,/matches/1823741/live/allemagne-oberliga-2024-2025-sv-schalding-heining-unterhaching-ii
1823742,Allemagne Oberliga,2024,2025-1860,Muenchen Ii Fc Ismaning,/matches/1823742/live/allemagne-oberliga-2024-2025-1860-muenchen-ii-fc-ismaning
1823743,Allemagne,Oberliga,2024-2025,Fc Pipinsried Tsv 1861 Noerdlingen,/matches/1823743/live/allemagne-oberliga-2024-2025-fc-pipinsried-tsv-1861-noerdlingen
1823744,Allemagne,Oberliga,2024-2025,Sv Erlbach Sv Heimstetten,/matches/1823744/live/allemagne-oberliga-2024-2025-sv-erlbach-sv-heimstetten
1823745,Allemagne,Oberliga,2024-2025,Sv Heimstetten Tsv Kottern,/matches/1823745/live/allemagne-oberliga-2024-2025-sv-heimstetten-tsv-kottern
1823746,Allemagne,Oberliga,2024-2025,Fc Ismaning Sv Erlbach,/matches/1823746/live/allemagne-oberliga-2024-2025-fc-ismaning-sv-erlbach
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
1823799,Hongrie Nb,I,2024-2025,Paksi Se Nyiregyhaza Spartacus Fc,/matches/1823799/live/hongrie-nb-i-2024-2025-paksi-se-nyiregyhaza-spartacus-fc
1823800,Hongrie Nb,I,2024-2025,Gyori Eto Puskas Fc Academy,/matches/1823800/live/hongrie-nb-i-2024-2025-gyori-eto-puskas-fc-academy
1823801,Hongrie Nb,I,2024-2025,Diosgyori Vtk Gyori Eto,/matches/1823801/live/hongrie-nb-i-2024-2025-diosgyori-vtk-gyori-eto
1823802,Hongrie Nb,I,2024-2025,Kecskemeti Te Ujpest,/matches/1823802/live/hongrie-nb-i-2024-2025-kecskemeti-te-ujpest
1823803,Hongrie Nb,I,2024-2025,Debrecen Zalaegerszeg,/matches/1823803/live/hongrie-nb-i-2024-2025-debrecen-zalaegerszeg
1823804,Hongrie Nb,I,2024-2025,Puskas Fc Academy Mtk Budapest,/matches/1823804/live/hongrie-nb-i-2024-2025-puskas-fc-academy-mtk-budapest
1823805,Hongrie Nb,I,2024-2025,Puskas Fc Academy Fehervar Fc,/matches/1823805/live/hongrie-nb-i-2024-2025-puskas-fc-academy-fehervar-fc
1823806,Hongrie Nb,I,2024-2025,Mtk Budapest Ferencvaros,/matches/1823806/live/hongrie-nb-i-2024-2025-mtk-budapest-ferencvaros
1823807,Hongrie Nb,I,2024-2025,Gyori Eto Paksi Se,/matches/1823807/live/hongrie-nb-i-2024-2025-gyori-eto-paksi-se
1823808,Hongrie Nb,I,2024-2025,Fehervar Fc Zalaegerszeg,/matches/1823808/live/hongrie-nb-i-2024-2025-fehervar-fc-zalaegerszeg
1823809,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Fehervar Fc,/matches/1823809/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-fehervar-fc
1823810,Hongrie Nb,I,2024-2025,Zalaegerszeg Ferencvaros,/matches/1823810/live/hongrie-nb-i-2024-2025-zalaegerszeg-ferencvaros
1823811,Hongrie Nb,I,2024-2025,Ujpest Debrecen,/matches/1823811/live/hongrie-nb-i-2024-2025-ujpest-debrecen
1823812,Hongrie Nb,I,2024-2025,Diosgyori Vtk Kecskemeti Te,/matches/1823812/live/hongrie-nb-i-2024-2025-diosgyori-vtk-kecskemeti-te
1823813,Hongrie Nb,I,2024-2025,Mtk Budapest Paksi Se,/matches/1823813/live/hongrie-nb-i-2024-2025-mtk-budapest-paksi-se
1823814,Hongrie Nb,I,2024-2025,Ferencvaros Nyiregyhaza Spartacus Fc,/matches/1823814/live/hongrie-nb-i-2024-2025-ferencvaros-nyiregyhaza-spartacus-fc
1823815,Hongrie Nb,I,2024-2025,Ujpest Diosgyori Vtk,/matches/1823815/live/hongrie-nb-i-2024-2025-ujpest-diosgyori-vtk
1823816,Hongrie Nb,I,2024-2025,Zalaegerszeg Kecskemeti Te,/matches/1823816/live/hongrie-nb-i-2024-2025-zalaegerszeg-kecskemeti-te
1823817,Hongrie Nb,I,2024-2025,Fehervar Fc Mtk Budapest,/matches/1823817/live/hongrie-nb-i-2024-2025-fehervar-fc-mtk-budapest
1823818,Hongrie Nb,I,2024-2025,Paksi Se Puskas Fc Academy,/matches/1823818/live/hongrie-nb-i-2024-2025-paksi-se-puskas-fc-academy
1823819,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Debrecen,/matches/1823819/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-debrecen
1823820,Hongrie Nb,I,2024-2025,Ferencvaros Debrecen,/matches/1823820/live/hongrie-nb-i-2024-2025-ferencvaros-debrecen
1823821,Hongrie Nb,I,2024-2025,Paksi Se Kecskemeti Te,/matches/1823821/live/hongrie-nb-i-2024-2025-paksi-se-kecskemeti-te
1823822,Hongrie Nb,I,2024-2025,Ujpest Fehervar Fc,/matches/1823822/live/hongrie-nb-i-2024-2025-ujpest-fehervar-fc
1823823,Hongrie Nb,I,2024-2025,Puskas Fc Academy Diosgyori Vtk,/matches/1823823/live/hongrie-nb-i-2024-2025-puskas-fc-academy-diosgyori-vtk
1823824,Hongrie Nb,I,2024-2025,Debrecen Ferencvaros,/matches/1823824/live/hongrie-nb-i-2024-2025-debrecen-ferencvaros
1823825,Hongrie Nb,I,2024-2025,Mtk Budapest Ujpest,/matches/1823825/live/hongrie-nb-i-2024-2025-mtk-budapest-ujpest
1823826,Hongrie Nb,I,2024-2025,Ferencvaros Kecskemeti Te,/matches/1823826/live/hongrie-nb-i-2024-2025-ferencvaros-kecskemeti-te
1823827,Hongrie Nb,I,2024-2025,Mtk Budapest Zalaegerszeg,/matches/1823827/live/hongrie-nb-i-2024-2025-mtk-budapest-zalaegerszeg
1823828,Hongrie Nb,I,2024-2025,Paksi Se Ujpest,/matches/1823828/live/hongrie-nb-i-2024-2025-paksi-se-ujpest
1823829,Hongrie Nb,I,2024-2025,Puskas Fc Academy Ujpest,/matches/1823829/live/hongrie-nb-i-2024-2025-puskas-fc-academy-ujpest
1823830,Hongrie Nb,I,2024-2025,Mtk Budapest Nyiregyhaza Spartacus Fc,/matches/1823830/live/hongrie-nb-i-2024-2025-mtk-budapest-nyiregyhaza-spartacus-fc
1823831,Hongrie Nb,I,2024-2025,Paksi Se Diosgyori Vtk,/matches/1823831/live/hongrie-nb-i-2024-2025-paksi-se-diosgyori-vtk
1823832,Hongrie Nb,I,2024-2025,Gyori Eto Debrecen,/matches/1823832/live/hongrie-nb-i-2024-2025-gyori-eto-debrecen
1823833,Hongrie Nb,I,2024-2025,Fehervar Fc Kecskemeti Te,/matches/1823833/live/hongrie-nb-i-2024-2025-fehervar-fc-kecskemeti-te
1823834,Hongrie Nb,I,2024-2025,Puskas Fc Academy Nyiregyhaza Spartacus Fc,/matches/1823834/live/hongrie-nb-i-2024-2025-puskas-fc-academy-nyiregyhaza-spartacus-fc
1823835,Hongrie Nb,I,2024-2025,Fehervar Fc Debrecen,/matches/1823835/live/hongrie-nb-i-2024-2025-fehervar-fc-debrecen
1823836,Hongrie Nb,I,2024-2025,Zalaegerszeg Paksi Se,/matches/1823836/live/hongrie-nb-i-2024-2025-zalaegerszeg-paksi-se
1823837,Hongrie Nb,I,2024-2025,Mtk Budapest Kecskemeti Te,/matches/1823837/live/hongrie-nb-i-2024-2025-mtk-budapest-kecskemeti-te
1823838,Hongrie Nb,I,2024-2025,Diosgyori Vtk Ferencvaros,/matches/1823838/live/hongrie-nb-i-2024-2025-diosgyori-vtk-ferencvaros
1823839,Hongrie Nb,I,2024-2025,Diosgyori Vtk Zalaegerszeg,/matches/1823839/live/hongrie-nb-i-2024-2025-diosgyori-vtk-zalaegerszeg
1823840,Hongrie Nb,I,2024-2025,Kecskemeti Te Debrecen,/matches/1823840/live/hongrie-nb-i-2024-2025-kecskemeti-te-debrecen
1823841,Hongrie Nb,I,2024-2025,Puskas Fc Academy Debrecen,/matches/1823841/live/hongrie-nb-i-2024-2025-puskas-fc-academy-debrecen
1823842,Hongrie Nb,I,2024-2025,Gyori Eto Mtk Budapest,/matches/1823842/live/hongrie-nb-i-2024-2025-gyori-eto-mtk-budapest
1823843,Hongrie Nb,I,2024-2025,Ujpest Gyori Eto,/matches/1823843/live/hongrie-nb-i-2024-2025-ujpest-gyori-eto
1823844,Hongrie Nb,I,2024-2025,Kecskemeti Te Gyori Eto,/matches/1823844/live/hongrie-nb-i-2024-2025-kecskemeti-te-gyori-eto
1823845,Hongrie Nb,I,2024-2025,Gyori Eto Fehervar Fc,/matches/1823845/live/hongrie-nb-i-2024-2025-gyori-eto-fehervar-fc
1823846,Hongrie Nb,I,2024-2025,Debrecen Diosgyori Vtk,/matches/1823846/live/hongrie-nb-i-2024-2025-debrecen-diosgyori-vtk
1823847,Hongrie Nb,I,2024-2025,Zalaegerszeg Gyori Eto,/matches/1823847/live/hongrie-nb-i-2024-2025-zalaegerszeg-gyori-eto
1823848,Hongrie Nb,I,2024-2025,Ferencvaros Ujpest,/matches/1823848/live/hongrie-nb-i-2024-2025-ferencvaros-ujpest
1823849,Hongrie Nb,I,2024-2025,Ujpest Nyiregyhaza Spartacus Fc,/matches/1823849/live/hongrie-nb-i-2024-2025-ujpest-nyiregyhaza-spartacus-fc
1823850,Hongrie Nb,I,2024-2025,Gyori Eto Ferencvaros,/matches/1823850/live/hongrie-nb-i-2024-2025-gyori-eto-ferencvaros
1823851,Hongrie Nb,I,2024-2025,Diosgyori Vtk Mtk Budapest,/matches/1823851/live/hongrie-nb-i-2024-2025-diosgyori-vtk-mtk-budapest
1823852,Hongrie Nb,I,2024-2025,Gyori Eto Nyiregyhaza Spartacus Fc,/matches/1823852/live/hongrie-nb-i-2024-2025-gyori-eto-nyiregyhaza-spartacus-fc
1823853,Hongrie Nb,I,2024-2025,Kecskemeti Te Puskas Fc Academy,/matches/1823853/live/hongrie-nb-i-2024-2025-kecskemeti-te-puskas-fc-academy
1823854,Hongrie Nb,I,2024-2025,Kecskemeti Te Ferencvaros,/matches/1823854/live/hongrie-nb-i-2024-2025-kecskemeti-te-ferencvaros
1823855,Hongrie Nb,I,2024-2025,Debrecen Paksi Se,/matches/1823855/live/hongrie-nb-i-2024-2025-debrecen-paksi-se
1823856,Hongrie Nb,I,2024-2025,Diosgyori Vtk Fehervar Fc,/matches/1823856/live/hongrie-nb-i-2024-2025-diosgyori-vtk-fehervar-fc
1823857,Hongrie Nb,I,2024-2025,Ferencvaros Fehervar Fc,/matches/1823857/live/hongrie-nb-i-2024-2025-ferencvaros-fehervar-fc
1823858,Hongrie Nb,I,2024-2025,Ujpest Paksi Se,/matches/1823858/live/hongrie-nb-i-2024-2025-ujpest-paksi-se
1823859,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Zalaegerszeg,/matches/1823859/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-zalaegerszeg
1823860,Hongrie Nb,I,2024-2025,Zalaegerszeg Puskas Fc Academy,/matches/1823860/live/hongrie-nb-i-2024-2025-zalaegerszeg-puskas-fc-academy
1823861,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Mtk Budapest,/matches/1823861/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-mtk-budapest
1823862,Hongrie Nb,I,2024-2025,Debrecen Gyori Eto,/matches/1823862/live/hongrie-nb-i-2024-2025-debrecen-gyori-eto
1823863,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Puskas Fc Academy,/matches/1823863/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-puskas-fc-academy
1823864,Hongrie Nb,I,2024-2025,Paksi Se Zalaegerszeg,/matches/1823864/live/hongrie-nb-i-2024-2025-paksi-se-zalaegerszeg
1823865,Hongrie Nb,I,2024-2025,Kecskemeti Te Nyiregyhaza Spartacus Fc,/matches/1823865/live/hongrie-nb-i-2024-2025-kecskemeti-te-nyiregyhaza-spartacus-fc
1823866,Hongrie Nb,I,2024-2025,Debrecen Mtk Budapest,/matches/1823866/live/hongrie-nb-i-2024-2025-debrecen-mtk-budapest
1823867,Hongrie Nb,I,2024-2025,Ferencvaros Puskas Fc Academy,/matches/1823867/live/hongrie-nb-i-2024-2025-ferencvaros-puskas-fc-academy
1823868,Hongrie Nb,I,2024-2025,Fehervar Fc Paksi Se,/matches/1823868/live/hongrie-nb-i-2024-2025-fehervar-fc-paksi-se
1823869,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Diosgyori Vtk,/matches/1823869/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-diosgyori-vtk
1823870,Hongrie Nb,I,2024-2025,Zalaegerszeg Ujpest,/matches/1823870/live/hongrie-nb-i-2024-2025-zalaegerszeg-ujpest
1823871,Hongrie Nb,I,2024-2025,Paksi Se Ferencvaros,/matches/1823871/live/hongrie-nb-i-2024-2025-paksi-se-ferencvaros
1823872,Hongrie Nb,I,2024-2025,Fehervar Fc Ujpest,/matches/1823872/live/hongrie-nb-i-2024-2025-fehervar-fc-ujpest
1823873,Hongrie Nb,I,2024-2025,Zalaegerszeg Mtk Budapest,/matches/1823873/live/hongrie-nb-i-2024-2025-zalaegerszeg-mtk-budapest
1823874,Hongrie Nb,I,2024-2025,Diosgyori Vtk Paksi Se,/matches/1823874/live/hongrie-nb-i-2024-2025-diosgyori-vtk-paksi-se
1823875,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Gyori Eto,/matches/1823875/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-gyori-eto
1823876,Hongrie Nb,I,2024-2025,Diosgyori Vtk Ujpest,/matches/1823876/live/hongrie-nb-i-2024-2025-diosgyori-vtk-ujpest
1823877,Hongrie Nb,I,2024-2025,Debrecen Puskas Fc Academy,/matches/1823877/live/hongrie-nb-i-2024-2025-debrecen-puskas-fc-academy
1823878,Hongrie Nb,I,2024-2025,Ferencvaros Paksi Se,/matches/1823878/live/hongrie-nb-i-2024-2025-ferencvaros-paksi-se
1823879,Hongrie Nb,I,2024-2025,Ujpest Zalaegerszeg,/matches/1823879/live/hongrie-nb-i-2024-2025-ujpest-zalaegerszeg
1823880,Hongrie Nb,I,2024-2025,Diosgyori Vtk Nyiregyhaza Spartacus Fc,/matches/1823880/live/hongrie-nb-i-2024-2025-diosgyori-vtk-nyiregyhaza-spartacus-fc
1823881,Hongrie Nb,I,2024-2025,Paksi Se Debrecen,/matches/1823881/live/hongrie-nb-i-2024-2025-paksi-se-debrecen
1823882,Hongrie Nb,I,2024-2025,Paksi Se Fehervar Fc,/matches/1823882/live/hongrie-nb-i-2024-2025-paksi-se-fehervar-fc
1823883,Hongrie Nb,I,2024-2025,Fehervar Fc Ferencvaros,/matches/1823883/live/hongrie-nb-i-2024-2025-fehervar-fc-ferencvaros
1823884,Hongrie Nb,I,2024-2025,Zalaegerszeg Nyiregyhaza Spartacus Fc,/matches/1823884/live/hongrie-nb-i-2024-2025-zalaegerszeg-nyiregyhaza-spartacus-fc
1823885,Hongrie Nb,I,2024-2025,Puskas Fc Academy Ferencvaros,/matches/1823885/live/hongrie-nb-i-2024-2025-puskas-fc-academy-ferencvaros
1823886,Hongrie Nb,I,2024-2025,Mtk Budapest Debrecen,/matches/1823886/live/hongrie-nb-i-2024-2025-mtk-budapest-debrecen
1823887,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Kecskemeti Te,/matches/1823887/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-kecskemeti-te
1823888,Hongrie Nb,I,2024-2025,Zalaegerszeg Diosgyori Vtk,/matches/1823888/live/hongrie-nb-i-2024-2025-zalaegerszeg-diosgyori-vtk
1823889,Hongrie Nb,I,2024-2025,Gyori Eto Ujpest,/matches/1823889/live/hongrie-nb-i-2024-2025-gyori-eto-ujpest
1823890,Hongrie Nb,I,2024-2025,Paksi Se Gyori Eto,/matches/1823890/live/hongrie-nb-i-2024-2025-paksi-se-gyori-eto
1823891,Hongrie Nb,I,2024-2025,Ferencvaros Mtk Budapest,/matches/1823891/live/hongrie-nb-i-2024-2025-ferencvaros-mtk-budapest
1823892,Hongrie Nb,I,2024-2025,Fehervar Fc Puskas Fc Academy,/matches/1823892/live/hongrie-nb-i-2024-2025-fehervar-fc-puskas-fc-academy
1823893,Hongrie Nb,I,2024-2025,Kecskemeti Te Zalaegerszeg,/matches/1823893/live/hongrie-nb-i-2024-2025-kecskemeti-te-zalaegerszeg
1823894,Hongrie Nb,I,2024-2025,Debrecen Nyiregyhaza Spartacus Fc,/matches/1823894/live/hongrie-nb-i-2024-2025-debrecen-nyiregyhaza-spartacus-fc
1823895,Hongrie Nb,I,2024-2025,Puskas Fc Academy Paksi Se,/matches/1823895/live/hongrie-nb-i-2024-2025-puskas-fc-academy-paksi-se
1823896,Hongrie Nb,I,2024-2025,Mtk Budapest Fehervar Fc,/matches/1823896/live/hongrie-nb-i-2024-2025-mtk-budapest-fehervar-fc
1823897,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Ferencvaros,/matches/1823897/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-ferencvaros
1823898,Hongrie Nb,I,2024-2025,Zalaegerszeg Debrecen,/matches/1823898/live/hongrie-nb-i-2024-2025-zalaegerszeg-debrecen
1823899,Hongrie Nb,I,2024-2025,Ujpest Kecskemeti Te,/matches/1823899/live/hongrie-nb-i-2024-2025-ujpest-kecskemeti-te
1823900,Hongrie Nb,I,2024-2025,Gyori Eto Diosgyori Vtk,/matches/1823900/live/hongrie-nb-i-2024-2025-gyori-eto-diosgyori-vtk
1823902,Hongrie Nb,I,2024-2025,Ferencvaros Kecskemeti Te,/matches/1823902/live/hongrie-nb-i-2024-2025-ferencvaros-kecskemeti-te
1823903,Hongrie Nb,I,2024-2025,Fehervar Fc Diosgyori Vtk,/matches/1823903/live/hongrie-nb-i-2024-2025-fehervar-fc-diosgyori-vtk
1823904,Hongrie Nb,I,2024-2025,Paksi Se Ujpest,/matches/1823904/live/hongrie-nb-i-2024-2025-paksi-se-ujpest
1823905,Hongrie Nb,I,2024-2025,Puskas Fc Academy Zalaegerszeg,/matches/1823905/live/hongrie-nb-i-2024-2025-puskas-fc-academy-zalaegerszeg
1823906,Hongrie Nb,I,2024-2025,Mtk Budapest Nyiregyhaza Spartacus Fc,/matches/1823906/live/hongrie-nb-i-2024-2025-mtk-budapest-nyiregyhaza-spartacus-fc
1823907,Hongrie Nb,I,2024-2025,Gyori Eto Debrecen,/matches/1823907/live/hongrie-nb-i-2024-2025-gyori-eto-debrecen
1823911,Hongrie Nb,I,2024-2025,Debrecen Ferencvaros,/matches/1823911/live/hongrie-nb-i-2024-2025-debrecen-ferencvaros
1823920,Hongrie Nb,I,2024-2025,Kecskemeti Te Paksi Se,/matches/1823920/live/hongrie-nb-i-2024-2025-kecskemeti-te-paksi-se
1823921,Hongrie Nb,I,2024-2025,Fehervar Fc Gyori Eto,/matches/1823921/live/hongrie-nb-i-2024-2025-fehervar-fc-gyori-eto
1823922,Hongrie Nb,I,2024-2025,Gyori Eto Zalaegerszeg,/matches/1823922/live/hongrie-nb-i-2024-2025-gyori-eto-zalaegerszeg
1823923,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Ujpest,/matches/1823923/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-ujpest
1823924,Hongrie Nb,I,2024-2025,Mtk Budapest Diosgyori Vtk,/matches/1823924/live/hongrie-nb-i-2024-2025-mtk-budapest-diosgyori-vtk
1823925,Hongrie Nb,I,2024-2025,Puskas Fc Academy Kecskemeti Te,/matches/1823925/live/hongrie-nb-i-2024-2025-puskas-fc-academy-kecskemeti-te
1823926,Hongrie Nb,I,2024-2025,Debrecen Fehervar Fc,/matches/1823926/live/hongrie-nb-i-2024-2025-debrecen-fehervar-fc
1823927,Hongrie Nb,I,2024-2025,Kecskemeti Te Mtk Budapest,/matches/1823927/live/hongrie-nb-i-2024-2025-kecskemeti-te-mtk-budapest
1823928,Hongrie Nb,I,2024-2025,Diosgyori Vtk Puskas Fc Academy,/matches/1823928/live/hongrie-nb-i-2024-2025-diosgyori-vtk-puskas-fc-academy
1823929,Hongrie Nb,I,2024-2025,Ujpest Mtk Budapest,/matches/1823929/live/hongrie-nb-i-2024-2025-ujpest-mtk-budapest
1823930,Hongrie Nb,I,2024-2025,Ferencvaros Gyori Eto,/matches/1823930/live/hongrie-nb-i-2024-2025-ferencvaros-gyori-eto
1823931,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Gyori Eto,/matches/1823931/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-gyori-eto
1823932,Hongrie Nb,I,2024-2025,Zalaegerszeg Mtk Budapest,/matches/1823932/live/hongrie-nb-i-2024-2025-zalaegerszeg-mtk-budapest
1823933,Hongrie Nb,I,2024-2025,Ujpest Puskas Fc Academy,/matches/1823933/live/hongrie-nb-i-2024-2025-ujpest-puskas-fc-academy
1823934,Hongrie Nb,I,2024-2025,Diosgyori Vtk Paksi Se,/matches/1823934/live/hongrie-nb-i-2024-2025-diosgyori-vtk-paksi-se
1823935,Hongrie Nb,I,2024-2025,Kecskemeti Te Fehervar Fc,/matches/1823935/live/hongrie-nb-i-2024-2025-kecskemeti-te-fehervar-fc
1823936,Hongrie Nb,I,2024-2025,Zalaegerszeg Fehervar Fc,/matches/1823936/live/hongrie-nb-i-2024-2025-zalaegerszeg-fehervar-fc
1823937,Hongrie Nb,I,2024-2025,Ferencvaros Diosgyori Vtk,/matches/1823937/live/hongrie-nb-i-2024-2025-ferencvaros-diosgyori-vtk
1823938,Hongrie Nb,I,2024-2025,Nyiregyhaza Spartacus Fc Paksi Se,/matches/1823938/live/hongrie-nb-i-2024-2025-nyiregyhaza-spartacus-fc-paksi-se
